ArchiveDate,Hospital_Name,Adult_Child,0-6 Months,6-12 Months,12-18 Months,18 Months +,Total
27/11/2025,St. James's Hospital,Adult,717,255,32,0,"1,003"
27/11/2025,St. John's Hospital Limerick,Adult,382,176,2,0,560
27/11/2025,St. Luke's General Hospital Kilkenny,Adult,572,137,46,11,765
27/11/2025,St. Michael's Hospital,Adult,317,23,6,2,347
27/11/2025,St. Vincent's University Hospital,Adult,356,0,0,0,356
27/11/2025,Tallaght University Hospital,Adult,"1,479",163,0,0,"1,642"
27/11/2025,Tipperary University Hospital,Adult,577,35,2,0,614
27/11/2025,University Hospital Kerry,Adult,"1,002",217,0,0,"1,219"
27/11/2025,University Hospital Limerick,Adult,845,362,31,0,"1,238"
27/11/2025,University Hospital Waterford,Adult,822,103,7,4,936
27/11/2025,Wexford General Hospital,Adult,776,204,8,0,988
27/11/2025,Children's Health Ireland,Child,288,66,13,1,369
27/11/2025,Small Volume Hospitals,Child,25,6,0,1,32
18/12/2025,Bantry General Hospital,Adult,541,24,0,0,565
18/12/2025,Beaumont Hospital,Adult,"1,997","1,386",74,36,"3,493"
18/12/2025,Cavan General Hospital,Adult,769,0,0,0,769
18/12/2025,Connolly Hospital Blanchardstown,Adult,888,0,0,0,888
18/12/2025,Cork University Hospital,Adult,"1,154",168,2,0,"1,324"
18/12/2025,Ennis Hospital,Adult,879,551,0,0,"1,430"
18/12/2025,Galway University Hospitals,Adult,"1,811",637,54,13,"2,515"
18/12/2025,Letterkenny University Hospital,Adult,"1,423",206,16,8,"1,652"
18/12/2025,Louth County Hospital,Adult,"1,241",4,0,0,"1,245"
18/12/2025,Mallow General Hospital,Adult,274,42,0,0,316
18/12/2025,Mater Misericordiae University Hospital,Adult,"1,348",439,26,18,"1,831"
18/12/2025,Mayo University Hospital,Adult,537,45,13,14,608
18/12/2025,Mercy University Hospital,Adult,844,142,4,0,989
18/12/2025,Midland Regional Hospital Mullingar,Adult,686,6,0,0,691
18/12/2025,Midland Regional Hospital Portlaoise,Adult,407,51,39,37,534
18/12/2025,Midland Regional Hospital Tullamore,Adult,943,177,97,17,"1,233"
18/12/2025,Naas General Hospital,Adult,988,17,0,0,"1,005"
18/12/2025,Nenagh Hospital,Adult,455,15,0,0,470
18/12/2025,Our Lady's Hospital Navan,Adult,391,0,2,0,393
18/12/2025,Portiuncula University Hospital,Adult,179,0,0,0,179
18/12/2025,Roscommon University Hospital,Adult,300,22,0,2,324
18/12/2025,Sligo University Hospital,Adult,830,56,9,0,894
18/12/2025,Small Volume Hospitals,Adult,2,0,0,0,2
18/12/2025,South Infirmary Victoria University Hospital,Adult,340,9,0,0,349
18/12/2025,St. Columcille's Hospital,Adult,475,149,10,0,634
18/12/2025,St. James's Hospital,Adult,772,179,4,2,956
18/12/2025,St. John's Hospital Limerick,Adult,369,128,2,0,499
18/12/2025,St. Luke's General Hospital Kilkenny,Adult,645,111,51,12,818
18/12/2025,St. Michael's Hospital,Adult,348,17,4,2,370
18/12/2025,St. Vincent's University Hospital,Adult,486,0,0,0,486
18/12/2025,Tallaght University Hospital,Adult,"1,629",223,0,0,"1,852"
18/12/2025,Tipperary University Hospital,Adult,543,33,2,0,578
18/12/2025,University Hospital Kerry,Adult,974,242,0,0,"1,215"
18/12/2025,University Hospital Limerick,Adult,869,379,21,0,"1,269"
18/12/2025,University Hospital Waterford,Adult,768,73,8,4,852
18/12/2025,Wexford General Hospital,Adult,759,200,9,0,968
18/12/2025,Children's Health Ireland,Child,301,61,9,0,371
18/12/2025,Small Volume Hospitals,Child,24,7,0,1,33
