Archive_Date,Hospital_Group,Hospital_HIPE,Hospital_Name,Specialty_HIPE,Specialty_Name,Case_Type,Adult_Child,Age_Profile,Time_Bands,Total
25/02/2021,South/South West Hospital Group,0600,University Hospital Waterford,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64,  0-3 Months,72
25/02/2021,South/South West Hospital Group,0600,University Hospital Waterford,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64,  3-6 Months,46
25/02/2021,South/South West Hospital Group,0600,University Hospital Waterford,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64,  6-9 Months,43
25/02/2021,South/South West Hospital Group,0600,University Hospital Waterford,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64,  9-12 Months,17
25/02/2021,South/South West Hospital Group,0600,University Hospital Waterford,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64, 12-15 Months,14
25/02/2021,South/South West Hospital Group,0600,University Hospital Waterford,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64, 15-18 Months,8
25/02/2021,South/South West Hospital Group,0600,University Hospital Waterford,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64,18+ Months,14
25/02/2021,South/South West Hospital Group,0600,University Hospital Waterford,2602,Gastro-Intestinal Surgery,Day Case,Adult,65+,  0-3 Months,45
25/02/2021,South/South West Hospital Group,0600,University Hospital Waterford,2602,Gastro-Intestinal Surgery,Day Case,Adult,65+,  3-6 Months,23
25/02/2021,South/South West Hospital Group,0600,University Hospital Waterford,2602,Gastro-Intestinal Surgery,Day Case,Adult,65+,  6-9 Months,19
25/02/2021,South/South West Hospital Group,0600,University Hospital Waterford,2602,Gastro-Intestinal Surgery,Day Case,Adult,65+,  9-12 Months,5
25/02/2021,South/South West Hospital Group,0600,University Hospital Waterford,2602,Gastro-Intestinal Surgery,Day Case,Adult,65+, 12-15 Months,2
25/02/2021,South/South West Hospital Group,0600,University Hospital Waterford,2602,Gastro-Intestinal Surgery,Day Case,Adult,65+, 15-18 Months,2
25/02/2021,South/South West Hospital Group,0600,University Hospital Waterford,2602,Gastro-Intestinal Surgery,Day Case,Adult,65+,18+ Months,20
25/02/2021,South/South West Hospital Group,0607,South Tipperary General Hospital,0000,Small Volume Specialities,Day Case,Adult,65+,  0-3 Months,2
25/02/2021,South/South West Hospital Group,0607,South Tipperary General Hospital,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,126
25/02/2021,South/South West Hospital Group,0607,South Tipperary General Hospital,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,48
25/02/2021,South/South West Hospital Group,0607,South Tipperary General Hospital,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,3
25/02/2021,South/South West Hospital Group,0607,South Tipperary General Hospital,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,49
25/02/2021,South/South West Hospital Group,0607,South Tipperary General Hospital,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,18
25/02/2021,South/South West Hospital Group,0607,South Tipperary General Hospital,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,1
25/02/2021,South/South West Hospital Group,0607,South Tipperary General Hospital,2600,General Surgery,Day Case,Child,0-15,  0-3 Months,1
25/02/2021,South/South West Hospital Group,0607,South Tipperary General Hospital,2600,General Surgery,Inpatient,Adult,16-64,  0-3 Months,1
25/02/2021,South/South West Hospital Group,0607,South Tipperary General Hospital,2600,General Surgery,Inpatient,Adult,16-64,  3-6 Months,1
25/02/2021,South/South West Hospital Group,0607,South Tipperary General Hospital,2600,General Surgery,Inpatient,Adult,16-64,  6-9 Months,1
25/02/2021,South/South West Hospital Group,0607,South Tipperary General Hospital,2600,General Surgery,Inpatient,Adult,65+,  0-3 Months,1
25/02/2021,South/South West Hospital Group,0607,South Tipperary General Hospital,2600,General Surgery,Inpatient,Adult,65+,  3-6 Months,1
25/02/2021,South/South West Hospital Group,0607,South Tipperary General Hospital,5000,General Medicine,Day Case,Adult,16-64,  0-3 Months,55
25/02/2021,South/South West Hospital Group,0607,South Tipperary General Hospital,5000,General Medicine,Day Case,Adult,16-64,  3-6 Months,23
25/02/2021,South/South West Hospital Group,0607,South Tipperary General Hospital,5000,General Medicine,Day Case,Adult,65+,  0-3 Months,26
25/02/2021,South/South West Hospital Group,0607,South Tipperary General Hospital,5000,General Medicine,Day Case,Adult,65+,  3-6 Months,8
25/02/2021,South/South West Hospital Group,0607,South Tipperary General Hospital,5000,General Medicine,Day Case,Adult,65+,  6-9 Months,2
25/02/2021,South/South West Hospital Group,0607,South Tipperary General Hospital,5000,General Medicine,Inpatient,Adult,16-64,  0-3 Months,1
25/02/2021,South/South West Hospital Group,0607,South Tipperary General Hospital,5000,General Medicine,Inpatient,Adult,65+,  0-3 Months,2
25/02/2021,South/South West Hospital Group,0607,South Tipperary General Hospital,5000,General Medicine,Inpatient,Child,0-15,  3-6 Months,1
25/02/2021,South/South West Hospital Group,0703,Mallow General Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64,  0-3 Months,36
25/02/2021,South/South West Hospital Group,0703,Mallow General Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64,  3-6 Months,7
25/02/2021,South/South West Hospital Group,0703,Mallow General Hospital,0700,Gastro-Enterology,Day Case,Adult,65+,  0-3 Months,19
25/02/2021,South/South West Hospital Group,0703,Mallow General Hospital,0700,Gastro-Enterology,Day Case,Adult,65+,  3-6 Months,1
25/02/2021,South/South West Hospital Group,0703,Mallow General Hospital,0700,Gastro-Enterology,Day Case,Adult,65+,  9-12 Months,1
25/02/2021,South/South West Hospital Group,0703,Mallow General Hospital,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,51
25/02/2021,South/South West Hospital Group,0703,Mallow General Hospital,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,32
25/02/2021,South/South West Hospital Group,0703,Mallow General Hospital,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,2
25/02/2021,South/South West Hospital Group,0703,Mallow General Hospital,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,28
25/02/2021,South/South West Hospital Group,0703,Mallow General Hospital,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,7
25/02/2021,South/South West Hospital Group,0703,Mallow General Hospital,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,3
25/02/2021,South/South West Hospital Group,0703,Mallow General Hospital,2600,General Surgery,Inpatient,Adult,65+,  0-3 Months,1
25/02/2021,South/South West Hospital Group,0704,Bantry General Hospital,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,64
25/02/2021,South/South West Hospital Group,0704,Bantry General Hospital,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,41
25/02/2021,South/South West Hospital Group,0704,Bantry General Hospital,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,50
25/02/2021,South/South West Hospital Group,0704,Bantry General Hospital,2600,General Surgery,Day Case,Adult,16-64,  9-12 Months,30
25/02/2021,South/South West Hospital Group,0704,Bantry General Hospital,2600,General Surgery,Day Case,Adult,16-64, 12-15 Months,31
25/02/2021,South/South West Hospital Group,0704,Bantry General Hospital,2600,General Surgery,Day Case,Adult,16-64, 15-18 Months,7
25/02/2021,South/South West Hospital Group,0704,Bantry General Hospital,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,26
25/02/2021,South/South West Hospital Group,0704,Bantry General Hospital,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,28
25/02/2021,South/South West Hospital Group,0704,Bantry General Hospital,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,12
25/02/2021,South/South West Hospital Group,0704,Bantry General Hospital,2600,General Surgery,Day Case,Adult,65+,  9-12 Months,11
25/02/2021,South/South West Hospital Group,0704,Bantry General Hospital,2600,General Surgery,Day Case,Adult,65+, 12-15 Months,8
25/02/2021,South/South West Hospital Group,0704,Bantry General Hospital,2600,General Surgery,Day Case,Adult,65+, 15-18 Months,3
25/02/2021,South/South West Hospital Group,0704,Bantry General Hospital,5000,General Medicine,Day Case,Adult,16-64,  0-3 Months,7
25/02/2021,South/South West Hospital Group,0704,Bantry General Hospital,5000,General Medicine,Day Case,Adult,16-64,  3-6 Months,19
25/02/2021,South/South West Hospital Group,0704,Bantry General Hospital,5000,General Medicine,Day Case,Adult,16-64,  6-9 Months,22
25/02/2021,South/South West Hospital Group,0704,Bantry General Hospital,5000,General Medicine,Day Case,Adult,16-64,  9-12 Months,22
25/02/2021,South/South West Hospital Group,0704,Bantry General Hospital,5000,General Medicine,Day Case,Adult,16-64, 12-15 Months,7
25/02/2021,South/South West Hospital Group,0704,Bantry General Hospital,5000,General Medicine,Day Case,Adult,16-64, 15-18 Months,2
25/02/2021,South/South West Hospital Group,0704,Bantry General Hospital,5000,General Medicine,Day Case,Adult,65+,  0-3 Months,12
25/02/2021,South/South West Hospital Group,0704,Bantry General Hospital,5000,General Medicine,Day Case,Adult,65+,  3-6 Months,15
25/02/2021,South/South West Hospital Group,0704,Bantry General Hospital,5000,General Medicine,Day Case,Adult,65+,  6-9 Months,29
25/02/2021,South/South West Hospital Group,0704,Bantry General Hospital,5000,General Medicine,Day Case,Adult,65+,  9-12 Months,11
25/02/2021,South/South West Hospital Group,0704,Bantry General Hospital,5000,General Medicine,Day Case,Adult,65+, 12-15 Months,9
25/02/2021,South/South West Hospital Group,0704,Bantry General Hospital,5000,General Medicine,Inpatient,Adult,16-64,  9-12 Months,1
25/02/2021,South/South West Hospital Group,0724,Cork University Hospital,0000,Small Volume Specialities,Day Case,Adult,65+,  0-3 Months,1
25/02/2021,South/South West Hospital Group,0724,Cork University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64,  0-3 Months,148
25/02/2021,South/South West Hospital Group,0724,Cork University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64,  3-6 Months,125
25/02/2021,South/South West Hospital Group,0724,Cork University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64,  6-9 Months,64
25/02/2021,South/South West Hospital Group,0724,Cork University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64,  9-12 Months,13
25/02/2021,South/South West Hospital Group,0724,Cork University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64, 12-15 Months,12
25/02/2021,South/South West Hospital Group,0724,Cork University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64, 15-18 Months,2
25/02/2021,South/South West Hospital Group,0724,Cork University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64,18+ Months,4
25/02/2021,South/South West Hospital Group,0724,Cork University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+,  0-3 Months,64
25/02/2021,South/South West Hospital Group,0724,Cork University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+,  3-6 Months,45
25/02/2021,South/South West Hospital Group,0724,Cork University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+,  6-9 Months,20
25/02/2021,South/South West Hospital Group,0724,Cork University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+,  9-12 Months,1
25/02/2021,South/South West Hospital Group,0724,Cork University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+, 12-15 Months,6
25/02/2021,South/South West Hospital Group,0724,Cork University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+,18+ Months,1
25/02/2021,South/South West Hospital Group,0724,Cork University Hospital,0700,Gastro-Enterology,Day Case,Child,0-15, 12-15 Months,1
25/02/2021,South/South West Hospital Group,0724,Cork University Hospital,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,29
25/02/2021,South/South West Hospital Group,0724,Cork University Hospital,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,18
25/02/2021,South/South West Hospital Group,0724,Cork University Hospital,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,10
25/02/2021,South/South West Hospital Group,0724,Cork University Hospital,2600,General Surgery,Day Case,Adult,16-64,  9-12 Months,4
25/02/2021,South/South West Hospital Group,0724,Cork University Hospital,2600,General Surgery,Day Case,Adult,16-64, 12-15 Months,13
25/02/2021,South/South West Hospital Group,0724,Cork University Hospital,2600,General Surgery,Day Case,Adult,16-64, 15-18 Months,2
25/02/2021,South/South West Hospital Group,0724,Cork University Hospital,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,13
25/02/2021,South/South West Hospital Group,0724,Cork University Hospital,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,14
25/02/2021,South/South West Hospital Group,0724,Cork University Hospital,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,3
25/02/2021,South/South West Hospital Group,0724,Cork University Hospital,2600,General Surgery,Day Case,Adult,65+,  9-12 Months,1
25/02/2021,South/South West Hospital Group,0724,Cork University Hospital,2600,General Surgery,Day Case,Adult,65+, 12-15 Months,2
25/02/2021,South/South West Hospital Group,0724,Cork University Hospital,2600,General Surgery,Day Case,Adult,65+, 15-18 Months,1
25/02/2021,South/South West Hospital Group,0724,Cork University Hospital,2600,General Surgery,Day Case,Adult,65+,18+ Months,1
25/02/2021,South/South West Hospital Group,0724,Cork University Hospital,2600,General Surgery,Day Case,Child,0-15,  0-3 Months,3
25/02/2021,South/South West Hospital Group,0724,Cork University Hospital,2600,General Surgery,Day Case,Child,0-15, 12-15 Months,1
25/02/2021,South/South West Hospital Group,0724,Cork University Hospital,2600,General Surgery,Day Case,Child,0-15,18+ Months,1
25/02/2021,South/South West Hospital Group,0726,University Hospital Kerry,0700,Gastro-Enterology,Day Case,Adult,16-64,  0-3 Months,29
25/02/2021,South/South West Hospital Group,0726,University Hospital Kerry,0700,Gastro-Enterology,Day Case,Adult,16-64,  3-6 Months,37
25/02/2021,South/South West Hospital Group,0726,University Hospital Kerry,0700,Gastro-Enterology,Day Case,Adult,16-64,  6-9 Months,11
25/02/2021,South/South West Hospital Group,0726,University Hospital Kerry,0700,Gastro-Enterology,Day Case,Adult,16-64,  9-12 Months,3
25/02/2021,South/South West Hospital Group,0726,University Hospital Kerry,0700,Gastro-Enterology,Day Case,Adult,65+,  0-3 Months,14
25/02/2021,South/South West Hospital Group,0726,University Hospital Kerry,0700,Gastro-Enterology,Day Case,Adult,65+,  3-6 Months,10
25/02/2021,South/South West Hospital Group,0726,University Hospital Kerry,0700,Gastro-Enterology,Day Case,Adult,65+,  6-9 Months,3
25/02/2021,South/South West Hospital Group,0726,University Hospital Kerry,0700,Gastro-Enterology,Day Case,Adult,65+, 12-15 Months,1
25/02/2021,South/South West Hospital Group,0726,University Hospital Kerry,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,272
25/02/2021,South/South West Hospital Group,0726,University Hospital Kerry,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,268
25/02/2021,South/South West Hospital Group,0726,University Hospital Kerry,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,57
25/02/2021,South/South West Hospital Group,0726,University Hospital Kerry,2600,General Surgery,Day Case,Adult,16-64,  9-12 Months,14
25/02/2021,South/South West Hospital Group,0726,University Hospital Kerry,2600,General Surgery,Day Case,Adult,16-64, 12-15 Months,2
25/02/2021,South/South West Hospital Group,0726,University Hospital Kerry,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,87
25/02/2021,South/South West Hospital Group,0726,University Hospital Kerry,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,78
25/02/2021,South/South West Hospital Group,0726,University Hospital Kerry,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,12
25/02/2021,South/South West Hospital Group,0726,University Hospital Kerry,2600,General Surgery,Day Case,Adult,65+,  9-12 Months,6
25/02/2021,South/South West Hospital Group,0726,University Hospital Kerry,2600,General Surgery,Day Case,Adult,65+, 12-15 Months,3
25/02/2021,South/South West Hospital Group,0726,University Hospital Kerry,2600,General Surgery,Day Case,Child,0-15,  0-3 Months,2
25/02/2021,South/South West Hospital Group,0726,University Hospital Kerry,2600,General Surgery,Inpatient,Adult,16-64,  0-3 Months,1
25/02/2021,South/South West Hospital Group,0726,University Hospital Kerry,5000,General Medicine,Day Case,Adult,16-64,  0-3 Months,12
25/02/2021,South/South West Hospital Group,0726,University Hospital Kerry,5000,General Medicine,Day Case,Adult,16-64,  3-6 Months,3
25/02/2021,South/South West Hospital Group,0726,University Hospital Kerry,5000,General Medicine,Day Case,Adult,16-64,  6-9 Months,1
25/02/2021,South/South West Hospital Group,0726,University Hospital Kerry,5000,General Medicine,Day Case,Adult,16-64, 12-15 Months,1
25/02/2021,South/South West Hospital Group,0726,University Hospital Kerry,5000,General Medicine,Day Case,Adult,65+,  0-3 Months,7
25/02/2021,South/South West Hospital Group,0726,University Hospital Kerry,5000,General Medicine,Day Case,Adult,65+,  3-6 Months,5
25/02/2021,South/South West Hospital Group,0726,University Hospital Kerry,5000,General Medicine,Day Case,Adult,65+,  6-9 Months,1
25/02/2021,South/South West Hospital Group,0726,University Hospital Kerry,5000,General Medicine,Day Case,Adult,65+,  9-12 Months,1
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,0000,Small Volume Specialities,Day Case,Adult,16-64,  3-6 Months,1
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,0000,Small Volume Specialities,Day Case,Adult,16-64,  6-9 Months,1
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,0000,Small Volume Specialities,Day Case,Adult,16-64, 12-15 Months,2
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,0000,Small Volume Specialities,Day Case,Adult,16-64, 15-18 Months,1
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,0000,Small Volume Specialities,Day Case,Adult,65+,  9-12 Months,3
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,0000,Small Volume Specialities,Day Case,Adult,65+, 12-15 Months,1
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,0000,Small Volume Specialities,Day Case,Adult,65+,18+ Months,1
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,0100,Cardiology,Day Case,Adult,16-64,  3-6 Months,3
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,0100,Cardiology,Day Case,Adult,16-64,  6-9 Months,1
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,0100,Cardiology,Day Case,Adult,65+,  0-3 Months,1
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,0100,Cardiology,Day Case,Adult,65+,  3-6 Months,1
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64,  0-3 Months,110
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64,  3-6 Months,93
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64,  6-9 Months,49
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64,  9-12 Months,52
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64, 12-15 Months,63
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64, 15-18 Months,47
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64,18+ Months,33
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+,  0-3 Months,46
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+,  3-6 Months,24
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+,  6-9 Months,20
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+,  9-12 Months,17
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+, 12-15 Months,25
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+, 15-18 Months,16
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+,18+ Months,11
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,0700,Gastro-Enterology,Inpatient,Adult,65+,  0-3 Months,1
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,0900,Geriatric Medicine,Day Case,Adult,65+,  0-3 Months,3
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,0900,Geriatric Medicine,Day Case,Adult,65+,  6-9 Months,2
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,0900,Geriatric Medicine,Day Case,Adult,65+,  9-12 Months,1
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,0900,Geriatric Medicine,Day Case,Adult,65+, 12-15 Months,1
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,0900,Geriatric Medicine,Day Case,Adult,65+, 15-18 Months,1
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,0900,Geriatric Medicine,Day Case,Adult,65+,18+ Months,1
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,2400,Respiratory Medicine,Day Case,Adult,16-64,  0-3 Months,2
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,2400,Respiratory Medicine,Day Case,Adult,16-64, 12-15 Months,2
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,2400,Respiratory Medicine,Day Case,Adult,65+,  0-3 Months,3
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,2400,Respiratory Medicine,Day Case,Adult,65+,  6-9 Months,1
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,2400,Respiratory Medicine,Day Case,Adult,65+, 15-18 Months,1
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,38
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,32
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,15
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,2600,General Surgery,Day Case,Adult,16-64,  9-12 Months,17
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,2600,General Surgery,Day Case,Adult,16-64, 12-15 Months,6
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,2600,General Surgery,Day Case,Adult,16-64, 15-18 Months,2
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,2600,General Surgery,Day Case,Adult,16-64,18+ Months,2
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,10
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,10
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,7
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,2600,General Surgery,Day Case,Adult,65+,  9-12 Months,3
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,2600,General Surgery,Day Case,Adult,65+, 12-15 Months,4
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,2600,General Surgery,Day Case,Adult,65+,18+ Months,2
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,2600,General Surgery,Inpatient,Adult,16-64, 12-15 Months,1
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64,  0-3 Months,10
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64,  3-6 Months,5
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64,  6-9 Months,2
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64,  9-12 Months,6
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64, 12-15 Months,5
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64, 15-18 Months,7
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64,18+ Months,4
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,2602,Gastro-Intestinal Surgery,Day Case,Adult,65+,  0-3 Months,7
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,2602,Gastro-Intestinal Surgery,Day Case,Adult,65+,  3-6 Months,3
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,2602,Gastro-Intestinal Surgery,Day Case,Adult,65+,  6-9 Months,1
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,2602,Gastro-Intestinal Surgery,Day Case,Adult,65+,  9-12 Months,1
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,2602,Gastro-Intestinal Surgery,Day Case,Adult,65+, 12-15 Months,5
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,2602,Gastro-Intestinal Surgery,Day Case,Adult,65+, 15-18 Months,3
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,2602,Gastro-Intestinal Surgery,Day Case,Adult,65+,18+ Months,4
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,2603,Hepato-Biliary Surgery,Day Case,Adult,16-64,  0-3 Months,12
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,2603,Hepato-Biliary Surgery,Day Case,Adult,16-64,  3-6 Months,4
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,2603,Hepato-Biliary Surgery,Day Case,Adult,16-64,  6-9 Months,6
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,2603,Hepato-Biliary Surgery,Day Case,Adult,16-64,  9-12 Months,3
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,2603,Hepato-Biliary Surgery,Day Case,Adult,16-64, 12-15 Months,9
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,2603,Hepato-Biliary Surgery,Day Case,Adult,16-64, 15-18 Months,3
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,2603,Hepato-Biliary Surgery,Day Case,Adult,65+,  0-3 Months,3
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,2603,Hepato-Biliary Surgery,Day Case,Adult,65+,  6-9 Months,5
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,2603,Hepato-Biliary Surgery,Day Case,Adult,65+, 12-15 Months,3
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,2603,Hepato-Biliary Surgery,Day Case,Adult,65+, 15-18 Months,1
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,2603,Hepato-Biliary Surgery,Day Case,Adult,65+,18+ Months,1
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,5000,General Medicine,Day Case,Adult,16-64,  0-3 Months,1
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,5000,General Medicine,Day Case,Adult,16-64,  3-6 Months,3
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,5000,General Medicine,Day Case,Adult,16-64,  6-9 Months,1
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,5000,General Medicine,Day Case,Adult,16-64,  9-12 Months,2
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,5000,General Medicine,Day Case,Adult,16-64, 12-15 Months,1
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,5000,General Medicine,Day Case,Adult,16-64, 15-18 Months,1
25/02/2021,South/South West Hospital Group,0913,Mercy University Hospital,5000,General Medicine,Day Case,Adult,65+,  3-6 Months,1
