ArchiveDate,Hospital_Name,Case_Type,Adult_Child,0-6 Months,6-12 Months,12-18 Months,18 Months +,Total
26/01/2023,Portiuncula University Hospital,Day Case,Child,42,4,2,0,48
26/01/2023,Royal Victoria Eye and Ear Hospital,Day Case,Child,65,4,0,2,71
26/01/2023,Sligo University Hospital,Day Case,Child,68,16,4,2,90
26/01/2023,Small Volume Hospitals,Day Case,Child,71,18,0,2,91
26/01/2023,South Infirmary Victoria University Hospital,Day Case,Child,114,23,4,2,143
26/01/2023,University Hospital Limerick,Day Case,Child,175,37,2,0,214
26/01/2023,University Hospital Waterford,Day Case,Child,63,29,14,6,112
26/01/2023,Beaumont Hospital,Inpatient,Child,25,2,2,0,28
26/01/2023,Children's Health Ireland,Inpatient,Child,"1,099",666,371,631,"2,767"
26/01/2023,Galway University Hospitals,Inpatient,Child,58,16,8,15,96
26/01/2023,Midland Regional Hospital Mullingar,Inpatient,Child,16,12,0,0,28
26/01/2023,Midland Regional Hospital Tullamore,Inpatient,Child,79,42,2,0,122
26/01/2023,National Orthopaedic Hospital Cappagh,Inpatient,Child,107,94,13,15,229
26/01/2023,Royal Victoria Eye and Ear Hospital,Inpatient,Child,26,11,2,0,38
26/01/2023,Sligo University Hospital,Inpatient,Child,130,24,2,9,165
26/01/2023,Small Volume Hospitals,Inpatient,Child,15,7,7,6,35
26/01/2023,South Infirmary Victoria University Hospital,Inpatient,Child,31,7,0,0,38
26/01/2023,University Hospital Kerry,Inpatient,Child,24,3,0,0,27
26/01/2023,University Hospital Limerick,Inpatient,Child,33,2,0,0,35
26/01/2023,University Hospital Waterford,Inpatient,Child,61,13,0,2,75
23/02/2023,Bantry General Hospital,Day Case,Adult,50,44,25,7,126
23/02/2023,Beaumont Hospital,Day Case,Adult,"2,741",999,199,25,"3,964"
23/02/2023,Cavan General Hospital,Day Case,Adult,365,5,0,0,370
23/02/2023,Connolly Hospital Blanchardstown,Day Case,Adult,796,123,8,0,927
23/02/2023,Coombe Women and Infants University Hospital,Day Case,Adult,105,23,2,0,130
23/02/2023,Cork University Hospital,Day Case,Adult,518,162,93,149,922
23/02/2023,Cork University Maternity Hospital,Day Case,Adult,273,63,15,8,359
23/02/2023,Croom Orthopaedic Hospital,Day Case,Adult,138,0,0,0,138
23/02/2023,Ennis Hospital,Day Case,Adult,309,51,0,0,360
23/02/2023,Galway University Hospitals,Day Case,Adult,"3,671","1,891",573,"1,071","7,206"
23/02/2023,Kilcreene Regional Orthopaedic Hospital,Day Case,Adult,219,19,0,0,238
23/02/2023,Letterkenny University Hospital,Day Case,Adult,"1,175",302,132,214,"1,823"
23/02/2023,Louth County Hospital,Day Case,Adult,371,8,0,0,379
23/02/2023,Mallow General Hospital,Day Case,Adult,228,24,4,2,258
23/02/2023,Mater Misericordiae University Hospital,Day Case,Adult,"2,618",639,294,548,"4,099"
23/02/2023,Mayo University Hospital,Day Case,Adult,366,74,24,33,497
23/02/2023,Mercy University Hospital,Day Case,Adult,435,124,49,34,642
23/02/2023,Midland Regional Hospital Mullingar,Day Case,Adult,445,156,85,35,721
23/02/2023,Midland Regional Hospital Portlaoise,Day Case,Adult,132,86,17,7,242
23/02/2023,Midland Regional Hospital Tullamore,Day Case,Adult,488,188,18,0,694
23/02/2023,Naas General Hospital,Day Case,Adult,136,57,2,2,197
23/02/2023,National Orthopaedic Hospital Cappagh,Day Case,Adult,412,36,2,2,452
23/02/2023,Nenagh Hospital,Day Case,Adult,625,17,0,0,642
23/02/2023,Our Lady of Lourdes Hospital Drogheda,Day Case,Adult,276,58,0,0,334
23/02/2023,Our Lady's Hospital Navan,Day Case,Adult,578,53,2,2,635
23/02/2023,Portiuncula University Hospital,Day Case,Adult,435,119,46,2,602
23/02/2023,Roscommon University Hospital,Day Case,Adult,432,170,73,64,739
23/02/2023,Royal Victoria Eye and Ear Hospital,Day Case,Adult,"1,649",570,52,28,"2,299"
23/02/2023,Sligo University Hospital,Day Case,Adult,"1,481",578,198,160,"2,417"
23/02/2023,South Infirmary Victoria University Hospital,Day Case,Adult,"2,141",756,278,234,"3,409"
23/02/2023,St. Columcille's Hospital,Day Case,Adult,463,126,24,51,664
23/02/2023,St. James's Hospital,Day Case,Adult,"2,656",899,349,544,"4,448"
23/02/2023,St. John's Hospital Limerick,Day Case,Adult,339,52,0,0,391
23/02/2023,St. Luke's General Hospital Kilkenny,Day Case,Adult,479,189,52,19,739
23/02/2023,St. Michael's Hospital,Day Case,Adult,201,31,2,0,234
23/02/2023,St. Vincent's University Hospital,Day Case,Adult,"1,929",440,148,246,"2,763"
23/02/2023,Tallaght University Hospital,Day Case,Adult,"1,318",122,33,13,"1,486"
23/02/2023,Tipperary University Hospital,Day Case,Adult,211,20,2,0,233
23/02/2023,University Hospital Kerry,Day Case,Adult,169,28,0,0,197
23/02/2023,University Hospital Limerick,Day Case,Adult,"1,392",594,51,2,"2,039"
23/02/2023,University Hospital Waterford,Day Case,Adult,"3,284",973,474,832,"5,563"
23/02/2023,Wexford General Hospital,Day Case,Adult,518,186,122,50,876
23/02/2023,Beaumont Hospital,Inpatient,Adult,"1,234",632,182,62,"2,110"
23/02/2023,Connolly Hospital Blanchardstown,Inpatient,Adult,122,20,2,0,144
23/02/2023,Coombe Women and Infants University Hospital,Inpatient,Adult,31,7,4,0,42
23/02/2023,Cork University Hospital,Inpatient,Adult,258,112,74,106,550
23/02/2023,Cork University Maternity Hospital,Inpatient,Adult,126,20,4,14,164
23/02/2023,Croom Orthopaedic Hospital,Inpatient,Adult,168,0,0,0,168
23/02/2023,Galway University Hospitals,Inpatient,Adult,894,564,282,862,"2,602"
23/02/2023,Kilcreene Regional Orthopaedic Hospital,Inpatient,Adult,312,26,2,0,340
23/02/2023,Letterkenny University Hospital,Inpatient,Adult,249,111,61,145,566
23/02/2023,Mater Misericordiae University Hospital,Inpatient,Adult,926,259,207,415,"1,807"
23/02/2023,Mayo University Hospital,Inpatient,Adult,164,51,32,43,290
23/02/2023,Mercy University Hospital,Inpatient,Adult,88,45,19,14,166
23/02/2023,Midland Regional Hospital Portlaoise,Inpatient,Adult,14,4,4,2,25
23/02/2023,Midland Regional Hospital Tullamore,Inpatient,Adult,468,234,35,63,800
23/02/2023,National Orthopaedic Hospital Cappagh,Inpatient,Adult,"1,009",292,56,24,"1,381"
23/02/2023,Our Lady of Lourdes Hospital Drogheda,Inpatient,Adult,231,90,2,0,323
23/02/2023,Our Lady's Hospital Navan,Inpatient,Adult,162,14,2,2,180
23/02/2023,Royal Victoria Eye and Ear Hospital,Inpatient,Adult,216,115,35,12,378
23/02/2023,Sligo University Hospital,Inpatient,Adult,363,213,102,173,851
23/02/2023,Small Volume Hospitals,Inpatient,Adult,24,11,9,2,46
23/02/2023,South Infirmary Victoria University Hospital,Inpatient,Adult,172,53,22,42,289
23/02/2023,St. James's Hospital,Inpatient,Adult,654,315,209,542,"1,720"
23/02/2023,St. John's Hospital Limerick,Inpatient,Adult,336,56,2,0,394
23/02/2023,St. Luke's General Hospital Kilkenny,Inpatient,Adult,29,23,2,2,56
23/02/2023,St. Michael's Hospital,Inpatient,Adult,667,164,25,19,875
23/02/2023,St. Vincent's University Hospital,Inpatient,Adult,651,184,91,191,"1,117"
23/02/2023,Tallaght University Hospital,Inpatient,Adult,618,228,104,114,"1,064"
23/02/2023,Tipperary University Hospital,Inpatient,Adult,34,2,0,0,36
23/02/2023,University Hospital Kerry,Inpatient,Adult,93,28,2,0,123
23/02/2023,University Hospital Limerick,Inpatient,Adult,234,94,8,2,338
23/02/2023,University Hospital Waterford,Inpatient,Adult,128,66,41,74,309
23/02/2023,Children's Health Ireland,Day Case,Child,"2,165",782,409,252,"3,608"
23/02/2023,Cork University Hospital,Day Case,Child,95,22,8,18,143
23/02/2023,Ennis Hospital,Day Case,Child,29,2,0,0,31
23/02/2023,Galway University Hospitals,Day Case,Child,172,74,32,58,336
23/02/2023,Letterkenny University Hospital,Day Case,Child,36,20,4,13,73
23/02/2023,Mercy University Hospital,Day Case,Child,50,7,7,0,64
23/02/2023,Midland Regional Hospital Tullamore,Day Case,Child,38,4,0,0,42
23/02/2023,National Orthopaedic Hospital Cappagh,Day Case,Child,26,12,4,0,42
23/02/2023,Our Lady of Lourdes Hospital Drogheda,Day Case,Child,29,2,0,0,31
23/02/2023,Portiuncula University Hospital,Day Case,Child,38,4,2,0,44
23/02/2023,Royal Victoria Eye and Ear Hospital,Day Case,Child,59,4,2,2,67
23/02/2023,Sligo University Hospital,Day Case,Child,64,17,4,5,90
23/02/2023,Small Volume Hospitals,Day Case,Child,71,24,2,2,99
23/02/2023,South Infirmary Victoria University Hospital,Day Case,Child,136,20,7,2,165
23/02/2023,University Hospital Limerick,Day Case,Child,211,45,4,2,262
23/02/2023,University Hospital Waterford,Day Case,Child,76,26,11,6,119
23/02/2023,Beaumont Hospital,Inpatient,Child,23,7,2,0,32
23/02/2023,Children's Health Ireland,Inpatient,Child,"1,152",696,385,631,"2,864"
23/02/2023,Galway University Hospitals,Inpatient,Child,72,11,2,16,101
23/02/2023,Midland Regional Hospital Tullamore,Inpatient,Child,93,48,0,0,141
23/02/2023,National Orthopaedic Hospital Cappagh,Inpatient,Child,102,88,15,15,220
23/02/2023,Royal Victoria Eye and Ear Hospital,Inpatient,Child,24,7,2,0,33
23/02/2023,Sligo University Hospital,Inpatient,Child,128,23,2,7,160
23/02/2023,Small Volume Hospitals,Inpatient,Child,30,17,7,5,59
23/02/2023,South Infirmary Victoria University Hospital,Inpatient,Child,34,8,0,0,42
23/02/2023,University Hospital Kerry,Inpatient,Child,17,8,0,0,25
23/02/2023,University Hospital Limerick,Inpatient,Child,37,4,0,0,41
23/02/2023,University Hospital Waterford,Inpatient,Child,58,15,0,2,75
30/03/2023,Bantry General Hospital,Day Case,Adult,77,35,23,9,144
30/03/2023,Beaumont Hospital,Day Case,Adult,"2,882","1,041",298,42,"4,263"
30/03/2023,Cavan General Hospital,Day Case,Adult,397,10,0,0,407
30/03/2023,Connolly Hospital Blanchardstown,Day Case,Adult,778,157,8,0,943
30/03/2023,Coombe Women and Infants University Hospital,Day Case,Adult,84,10,2,2,100
30/03/2023,Cork University Hospital,Day Case,Adult,513,188,89,162,952
30/03/2023,Cork University Maternity Hospital,Day Case,Adult,283,65,16,2,367
30/03/2023,Croom Orthopaedic Hospital,Day Case,Adult,135,0,0,0,135
30/03/2023,Ennis Hospital,Day Case,Adult,319,27,0,0,347
30/03/2023,Galway University Hospitals,Day Case,Adult,"3,733","1,848",644,"1,119","7,344"
30/03/2023,Kilcreene Regional Orthopaedic Hospital,Day Case,Adult,264,17,0,0,282
30/03/2023,Letterkenny University Hospital,Day Case,Adult,"1,126",262,113,223,"1,724"
30/03/2023,Louth County Hospital,Day Case,Adult,396,7,0,0,403
30/03/2023,Mallow General Hospital,Day Case,Adult,216,19,5,0,240
30/03/2023,Mater Misericordiae University Hospital,Day Case,Adult,"2,556",671,293,550,"4,070"
30/03/2023,Mayo University Hospital,Day Case,Adult,348,73,16,49,486
30/03/2023,Mercy University Hospital,Day Case,Adult,452,111,54,33,650
30/03/2023,Midland Regional Hospital Mullingar,Day Case,Adult,542,151,95,27,815
30/03/2023,Midland Regional Hospital Portlaoise,Day Case,Adult,136,79,26,17,258
30/03/2023,Midland Regional Hospital Tullamore,Day Case,Adult,391,159,28,2,580
30/03/2023,Naas General Hospital,Day Case,Adult,117,69,8,2,197
30/03/2023,National Orthopaedic Hospital Cappagh,Day Case,Adult,444,31,2,2,480
30/03/2023,Nenagh Hospital,Day Case,Adult,635,20,0,0,655
30/03/2023,Our Lady of Lourdes Hospital Drogheda,Day Case,Adult,266,60,2,0,329
30/03/2023,Our Lady's Hospital Navan,Day Case,Adult,607,46,5,0,658
30/03/2023,Portiuncula University Hospital,Day Case,Adult,440,105,21,0,566
30/03/2023,Roscommon University Hospital,Day Case,Adult,443,156,54,48,701
30/03/2023,Royal Victoria Eye and Ear Hospital,Day Case,Adult,"1,670",731,55,11,"2,467"
30/03/2023,Sligo University Hospital,Day Case,Adult,"1,479",605,204,141,"2,429"
30/03/2023,South Infirmary Victoria University Hospital,Day Case,Adult,"2,260",771,333,188,"3,552"
30/03/2023,St. Columcille's Hospital,Day Case,Adult,440,138,20,37,635
30/03/2023,St. James's Hospital,Day Case,Adult,"2,706",964,396,527,"4,593"
30/03/2023,St. John's Hospital Limerick,Day Case,Adult,348,70,2,0,420
30/03/2023,St. Luke's General Hospital Kilkenny,Day Case,Adult,524,201,61,21,807
30/03/2023,St. Michael's Hospital,Day Case,Adult,219,24,5,0,248
30/03/2023,St. Vincent's University Hospital,Day Case,Adult,"2,078",490,143,263,"2,974"
30/03/2023,Tallaght University Hospital,Day Case,Adult,"1,353",130,42,14,"1,539"
30/03/2023,Tipperary University Hospital,Day Case,Adult,190,36,0,0,226
30/03/2023,University Hospital Kerry,Day Case,Adult,141,26,2,0,170
30/03/2023,University Hospital Limerick,Day Case,Adult,"1,361",611,62,2,"2,036"
30/03/2023,University Hospital Waterford,Day Case,Adult,"3,409",999,526,853,"5,787"
30/03/2023,Wexford General Hospital,Day Case,Adult,501,219,134,21,875
30/03/2023,Beaumont Hospital,Inpatient,Adult,"1,263",754,236,85,"2,338"
30/03/2023,Connolly Hospital Blanchardstown,Inpatient,Adult,144,10,0,0,154
30/03/2023,Cork University Hospital,Inpatient,Adult,257,106,74,105,542
30/03/2023,Cork University Maternity Hospital,Inpatient,Adult,115,34,7,9,165
30/03/2023,Croom Orthopaedic Hospital,Inpatient,Adult,165,2,0,0,167
30/03/2023,Galway University Hospitals,Inpatient,Adult,951,568,292,881,"2,692"
30/03/2023,Kilcreene Regional Orthopaedic Hospital,Inpatient,Adult,294,29,0,0,323
30/03/2023,Letterkenny University Hospital,Inpatient,Adult,205,113,53,139,510
30/03/2023,Mater Misericordiae University Hospital,Inpatient,Adult,927,277,190,421,"1,815"
30/03/2023,Mayo University Hospital,Inpatient,Adult,161,56,34,49,300
30/03/2023,Mercy University Hospital,Inpatient,Adult,106,38,19,16,179
30/03/2023,Midland Regional Hospital Tullamore,Inpatient,Adult,383,190,57,46,676
30/03/2023,National Orthopaedic Hospital Cappagh,Inpatient,Adult,980,272,48,19,"1,319"
30/03/2023,Our Lady of Lourdes Hospital Drogheda,Inpatient,Adult,208,74,2,0,284
30/03/2023,Our Lady's Hospital Navan,Inpatient,Adult,138,22,2,2,164
30/03/2023,Royal Victoria Eye and Ear Hospital,Inpatient,Adult,244,101,47,6,398
30/03/2023,Sligo University Hospital,Inpatient,Adult,384,196,101,161,842
30/03/2023,Small Volume Hospitals,Inpatient,Adult,98,37,26,4,166
30/03/2023,South Infirmary Victoria University Hospital,Inpatient,Adult,169,49,23,46,287
30/03/2023,St. James's Hospital,Inpatient,Adult,617,276,211,546,"1,650"
30/03/2023,St. John's Hospital Limerick,Inpatient,Adult,290,54,2,0,346
30/03/2023,St. Michael's Hospital,Inpatient,Adult,536,194,29,17,776
30/03/2023,St. Vincent's University Hospital,Inpatient,Adult,677,182,92,191,"1,142"
30/03/2023,Tallaght University Hospital,Inpatient,Adult,583,223,99,109,"1,014"
30/03/2023,Tipperary University Hospital,Inpatient,Adult,35,12,0,0,47
30/03/2023,University Hospital Kerry,Inpatient,Adult,81,27,2,0,110
30/03/2023,University Hospital Limerick,Inpatient,Adult,279,139,6,0,424
30/03/2023,University Hospital Waterford,Inpatient,Adult,149,63,32,75,319
30/03/2023,Children's Health Ireland,Day Case,Child,"2,157",860,380,258,"3,655"
30/03/2023,Cork University Hospital,Day Case,Child,111,37,12,16,176
30/03/2023,Galway University Hospitals,Day Case,Child,154,71,32,61,318
30/03/2023,Mercy University Hospital,Day Case,Child,56,9,2,0,67
30/03/2023,Royal Victoria Eye and Ear Hospital,Day Case,Child,52,7,2,2,63
30/03/2023,Sligo University Hospital,Day Case,Child,57,23,4,2,86
30/03/2023,Small Volume Hospitals,Day Case,Child,230,45,19,14,308
30/03/2023,South Infirmary Victoria University Hospital,Day Case,Child,144,22,7,2,175
30/03/2023,University Hospital Limerick,Day Case,Child,306,40,4,2,352
30/03/2023,University Hospital Waterford,Day Case,Child,94,23,13,5,135
30/03/2023,Children's Health Ireland,Inpatient,Child,"1,128",693,356,640,"2,817"
30/03/2023,Galway University Hospitals,Inpatient,Child,59,11,2,15,87
30/03/2023,Midland Regional Hospital Tullamore,Inpatient,Child,84,43,0,0,127
30/03/2023,National Orthopaedic Hospital Cappagh,Inpatient,Child,100,81,22,13,216
30/03/2023,Sligo University Hospital,Inpatient,Child,114,26,2,6,148
30/03/2023,Small Volume Hospitals,Inpatient,Child,124,47,7,4,183
30/03/2023,University Hospital Limerick,Inpatient,Child,49,4,0,0,53
30/03/2023,University Hospital Waterford,Inpatient,Child,66,17,0,2,85
27/04/2023,Bantry General Hospital,Day Case,Adult,67,35,18,13,133
27/04/2023,Beaumont Hospital,Day Case,Adult,"2,767","1,133",339,55,"4,294"
27/04/2023,Cavan General Hospital,Day Case,Adult,324,2,0,2,329
27/04/2023,Connolly Hospital Blanchardstown,Day Case,Adult,787,187,2,0,976
27/04/2023,Coombe Women and Infants University Hospital,Day Case,Adult,64,17,0,2,84
27/04/2023,Cork University Hospital,Day Case,Adult,505,172,100,156,933
27/04/2023,Cork University Maternity Hospital,Day Case,Adult,297,70,17,2,386
27/04/2023,Croom Orthopaedic Hospital,Day Case,Adult,117,0,0,0,117
27/04/2023,Ennis Hospital,Day Case,Adult,340,26,0,0,366
27/04/2023,Galway University Hospitals,Day Case,Adult,"3,477","1,945",579,"1,138","7,139"
27/04/2023,Kilcreene Regional Orthopaedic Hospital,Day Case,Adult,276,13,2,0,292
27/04/2023,Letterkenny University Hospital,Day Case,Adult,"1,184",272,110,235,"1,801"
27/04/2023,Louth County Hospital,Day Case,Adult,432,0,0,0,432
27/04/2023,Mallow General Hospital,Day Case,Adult,241,27,5,0,273
27/04/2023,Mater Misericordiae University Hospital,Day Case,Adult,"2,339",667,288,568,"3,862"
27/04/2023,Mayo University Hospital,Day Case,Adult,342,81,21,46,490
27/04/2023,Mercy University Hospital,Day Case,Adult,429,122,60,32,643
27/04/2023,Midland Regional Hospital Mullingar,Day Case,Adult,655,146,74,29,904
27/04/2023,Midland Regional Hospital Portlaoise,Day Case,Adult,138,68,28,21,255
27/04/2023,Midland Regional Hospital Tullamore,Day Case,Adult,369,101,21,0,491
27/04/2023,Naas General Hospital,Day Case,Adult,139,45,0,0,185
27/04/2023,National Orthopaedic Hospital Cappagh,Day Case,Adult,468,51,8,2,530
27/04/2023,Nenagh Hospital,Day Case,Adult,552,7,0,0,559
27/04/2023,Our Lady of Lourdes Hospital Drogheda,Day Case,Adult,294,68,2,0,364
27/04/2023,Our Lady's Hospital Navan,Day Case,Adult,556,70,5,0,631
27/04/2023,Portiuncula University Hospital,Day Case,Adult,392,107,20,0,519
27/04/2023,Roscommon University Hospital,Day Case,Adult,511,155,50,48,764
27/04/2023,Royal Victoria Eye and Ear Hospital,Day Case,Adult,"1,727",740,61,12,"2,540"
27/04/2023,Sligo University Hospital,Day Case,Adult,"1,292",610,201,117,"2,220"
27/04/2023,South Infirmary Victoria University Hospital,Day Case,Adult,"2,280",780,322,190,"3,572"
27/04/2023,St. Columcille's Hospital,Day Case,Adult,483,145,37,28,693
27/04/2023,St. James's Hospital,Day Case,Adult,"2,739","1,040",392,547,"4,718"
27/04/2023,St. John's Hospital Limerick,Day Case,Adult,339,69,2,0,410
27/04/2023,St. Luke's General Hospital Kilkenny,Day Case,Adult,534,223,65,26,848
27/04/2023,St. Michael's Hospital,Day Case,Adult,231,23,0,0,254
27/04/2023,St. Vincent's University Hospital,Day Case,Adult,"2,046",531,142,263,"2,982"
27/04/2023,Tallaght University Hospital,Day Case,Adult,"1,335",127,34,15,"1,511"
27/04/2023,Tipperary University Hospital,Day Case,Adult,214,35,0,0,249
27/04/2023,University Hospital Kerry,Day Case,Adult,145,21,0,0,166
27/04/2023,University Hospital Limerick,Day Case,Adult,"1,371",688,88,0,"2,147"
27/04/2023,University Hospital Waterford,Day Case,Adult,"3,457","1,030",512,885,"5,884"
27/04/2023,Wexford General Hospital,Day Case,Adult,442,226,125,36,829
27/04/2023,Beaumont Hospital,Inpatient,Adult,"1,215",775,284,83,"2,357"
27/04/2023,Connolly Hospital Blanchardstown,Inpatient,Adult,165,19,0,0,184
27/04/2023,Cork University Hospital,Inpatient,Adult,246,101,75,98,520
27/04/2023,Cork University Maternity Hospital,Inpatient,Adult,124,36,4,13,177
27/04/2023,Croom Orthopaedic Hospital,Inpatient,Adult,156,0,0,0,156
27/04/2023,Galway University Hospitals,Inpatient,Adult,862,528,275,877,"2,542"
27/04/2023,Kilcreene Regional Orthopaedic Hospital,Inpatient,Adult,285,31,2,0,318
27/04/2023,Letterkenny University Hospital,Inpatient,Adult,177,119,50,133,479
