ArchiveDate,Hospital_Name,Adult_Child,0-6 Months,6-12 Months,12-18 Months,18 Months +,Total
30/11/2023,University Hospital Limerick,Adult,404,17,0,0,421
30/11/2023,University Hospital Waterford,Adult,459,27,0,0,486
30/11/2023,Wexford General Hospital,Adult,132,7,2,0,140
30/11/2023,Children's Health Ireland,Child,316,177,83,24,600
30/11/2023,Small Volume Hospitals,Child,8,3,0,0,11
28/12/2023,Bantry General Hospital,Adult,207,48,0,0,255
28/12/2023,Beaumont Hospital,Adult,"1,125",0,0,0,"1,125"
28/12/2023,Cavan General Hospital,Adult,692,2,0,0,694
28/12/2023,Connolly Hospital Blanchardstown,Adult,743,0,0,0,743
28/12/2023,Cork University Hospital,Adult,556,47,11,2,615
28/12/2023,Ennis Hospital,Adult,437,2,0,0,439
28/12/2023,Galway University Hospitals,Adult,919,14,0,0,933
28/12/2023,Letterkenny University Hospital,Adult,714,9,0,0,723
28/12/2023,Louth County Hospital,Adult,697,0,0,0,697
28/12/2023,Mallow General Hospital,Adult,184,2,0,0,185
28/12/2023,Mater Misericordiae University Hospital,Adult,671,38,20,18,746
28/12/2023,Mayo University Hospital,Adult,460,62,8,0,529
28/12/2023,Mercy University Hospital,Adult,669,123,6,4,801
28/12/2023,Midland Regional Hospital Mullingar,Adult,949,175,0,0,"1,124"
28/12/2023,Midland Regional Hospital Portlaoise,Adult,396,58,61,40,555
28/12/2023,Midland Regional Hospital Tullamore,Adult,667,65,0,0,732
28/12/2023,Naas General Hospital,Adult,650,33,0,0,682
28/12/2023,Nenagh Hospital,Adult,180,2,0,0,182
28/12/2023,Our Lady of Lourdes Hospital Drogheda,Adult,164,0,0,0,164
28/12/2023,Our Lady's Hospital Navan,Adult,810,81,13,0,903
28/12/2023,Portiuncula University Hospital,Adult,228,8,0,0,236
28/12/2023,Roscommon University Hospital,Adult,358,0,0,0,358
28/12/2023,Sligo University Hospital,Adult,666,4,0,0,670
28/12/2023,South Infirmary Victoria University Hospital,Adult,223,0,0,0,223
28/12/2023,St. Columcille's Hospital,Adult,216,25,0,0,241
28/12/2023,St. James's Hospital,Adult,"1,337",682,56,23,"2,097"
28/12/2023,St. John's Hospital Limerick,Adult,560,25,0,0,585
28/12/2023,St. Luke's General Hospital Kilkenny,Adult,644,32,0,2,677
28/12/2023,St. Michael's Hospital,Adult,683,169,32,2,885
28/12/2023,St. Vincent's University Hospital,Adult,116,0,0,0,116
28/12/2023,Tallaght University Hospital,Adult,"1,454",653,23,4,"2,133"
28/12/2023,Tipperary University Hospital,Adult,414,36,0,0,449
28/12/2023,University Hospital Kerry,Adult,463,0,0,0,463
28/12/2023,University Hospital Limerick,Adult,436,19,0,0,455
28/12/2023,University Hospital Waterford,Adult,470,40,0,0,509
28/12/2023,Wexford General Hospital,Adult,94,2,0,0,96
28/12/2023,Children's Health Ireland,Child,313,167,74,29,583
28/12/2023,Small Volume Hospitals,Child,15,0,2,0,17
