ArchiveDate,Hospital_Name,Adult_Child,0-6 Months,6-12 Months,12-18 Months,18 Months +,Total
24/11/2022,Tallaght University Hospital,Adult,"1,572",556,40,42,"2,210"
24/11/2022,Tipperary University Hospital,Adult,460,2,0,0,462
24/11/2022,University Hospital Kerry,Adult,488,2,0,0,490
24/11/2022,University Hospital Limerick,Adult,519,2,2,0,523
24/11/2022,University Hospital Waterford,Adult,439,54,30,17,540
24/11/2022,Wexford General Hospital,Adult,287,39,39,2,366
24/11/2022,Children's Health Ireland,Child,321,181,41,14,557
24/11/2022,Small Volume Hospitals,Child,24,4,0,0,28
22/12/2022,Bantry General Hospital,Adult,297,83,0,0,380
22/12/2022,Beaumont Hospital,Adult,"1,032",0,0,0,"1,032"
22/12/2022,Cavan General Hospital,Adult,485,0,0,0,485
22/12/2022,Connolly Hospital Blanchardstown,Adult,962,2,0,0,964
22/12/2022,Cork University Hospital,Adult,523,83,7,2,614
22/12/2022,Ennis Hospital,Adult,430,2,0,0,432
22/12/2022,Galway University Hospitals,Adult,"1,356",340,7,2,"1,705"
22/12/2022,Letterkenny University Hospital,Adult,562,34,0,0,596
22/12/2022,Louth County Hospital,Adult,634,0,0,0,634
22/12/2022,Mallow General Hospital,Adult,130,0,0,0,130
22/12/2022,Mater Misericordiae University Hospital,Adult,668,352,93,46,"1,159"
22/12/2022,Mayo University Hospital,Adult,395,66,4,4,468
22/12/2022,Mercy University Hospital,Adult,540,33,2,0,575
22/12/2022,Midland Regional Hospital Mullingar,Adult,677,66,0,0,743
22/12/2022,Midland Regional Hospital Portlaoise,Adult,255,51,38,16,360
22/12/2022,Midland Regional Hospital Tullamore,Adult,334,159,19,0,511
22/12/2022,Naas General Hospital,Adult,608,44,4,4,659
22/12/2022,Nenagh Hospital,Adult,119,0,0,0,119
22/12/2022,Our Lady of Lourdes Hospital Drogheda,Adult,224,0,0,0,224
22/12/2022,Our Lady's Hospital Navan,Adult,544,2,0,0,546
22/12/2022,Portiuncula University Hospital,Adult,301,16,2,0,318
22/12/2022,Roscommon University Hospital,Adult,273,12,0,0,285
22/12/2022,Sligo University Hospital,Adult,744,84,10,2,840
22/12/2022,South Infirmary Victoria University Hospital,Adult,413,22,0,0,435
22/12/2022,St. Columcille's Hospital,Adult,204,4,0,0,208
22/12/2022,St. James's Hospital,Adult,"1,366",305,28,40,"1,739"
22/12/2022,St. John's Hospital Limerick,Adult,510,0,0,0,510
22/12/2022,St. Luke's General Hospital Kilkenny,Adult,552,29,0,0,581
22/12/2022,St. Michael's Hospital,Adult,757,273,28,0,"1,057"
22/12/2022,St. Vincent's University Hospital,Adult,630,10,0,0,640
22/12/2022,Tallaght University Hospital,Adult,"1,641",590,63,4,"2,297"
22/12/2022,Tipperary University Hospital,Adult,386,2,0,0,387
22/12/2022,University Hospital Kerry,Adult,429,0,0,0,429
22/12/2022,University Hospital Limerick,Adult,487,7,0,0,494
22/12/2022,University Hospital Waterford,Adult,448,61,29,16,554
22/12/2022,Wexford General Hospital,Adult,285,27,5,0,317
22/12/2022,Children's Health Ireland,Child,333,180,42,14,568
22/12/2022,Small Volume Hospitals,Child,29,8,0,0,37
