ArchiveDate,Hospital_Name,Case_Type,Adult_Child,0-6 Months,6-12 Months,12-18 Months,18 Months +,Total
30/01/2025,Tipperary University Hospital,Day Case,Adult,257,35,7,0,299
30/01/2025,University Hospital Kerry,Day Case,Adult,290,31,2,0,323
30/01/2025,University Hospital Limerick,Day Case,Adult,"1,091",567,276,53,"1,987"
30/01/2025,University Hospital Waterford,Day Case,Adult,"2,544",866,373,783,"4,566"
30/01/2025,Wexford General Hospital,Day Case,Adult,669,91,32,22,814
30/01/2025,Beaumont Hospital,Inpatient,Adult,"1,657","1,083",322,193,"3,255"
30/01/2025,Connolly Hospital Blanchardstown,Inpatient,Adult,277,9,0,0,286
30/01/2025,Coombe Women and Infants University Hospital,Inpatient,Adult,38,17,2,2,60
30/01/2025,Cork University Hospital,Inpatient,Adult,330,140,72,76,618
30/01/2025,Cork University Maternity Hospital,Inpatient,Adult,149,42,2,0,194
30/01/2025,Croom Orthopaedic Hospital,Inpatient,Adult,261,2,0,0,263
30/01/2025,Galway University Hospitals,Inpatient,Adult,"1,042",612,420,701,"2,775"
30/01/2025,Kilcreene Regional Orthopaedic Hospital,Inpatient,Adult,364,131,2,0,497
30/01/2025,Letterkenny University Hospital,Inpatient,Adult,244,58,35,51,388
30/01/2025,Mater Misericordiae University Hospital,Inpatient,Adult,"1,230",464,187,361,"2,242"
30/01/2025,Mayo University Hospital,Inpatient,Adult,183,68,18,5,274
30/01/2025,Mercy University Hospital,Inpatient,Adult,159,26,16,6,207
30/01/2025,Midland Regional Hospital Portlaoise,Inpatient,Adult,15,5,0,2,22
30/01/2025,Midland Regional Hospital Tullamore,Inpatient,Adult,430,176,11,0,617
30/01/2025,National Orthopaedic Hospital Cappagh,Inpatient,Adult,"1,166",339,22,2,"1,529"
30/01/2025,Our Lady of Lourdes Hospital Drogheda,Inpatient,Adult,228,87,48,2,366
30/01/2025,Our Lady's Hospital Navan,Inpatient,Adult,200,15,2,2,220
30/01/2025,Portiuncula University Hospital,Inpatient,Adult,16,12,9,0,37
30/01/2025,Rotunda Hospital,Inpatient,Adult,66,10,5,2,84
30/01/2025,Royal Victoria Eye and Ear Hospital,Inpatient,Adult,209,149,108,66,532
30/01/2025,Sligo University Hospital,Inpatient,Adult,321,120,49,47,537
30/01/2025,Small Volume Hospitals,Inpatient,Adult,23,16,7,2,48
30/01/2025,South Infirmary Victoria University Hospital,Inpatient,Adult,204,76,56,65,401
30/01/2025,St. James's Hospital,Inpatient,Adult,925,492,206,265,"1,888"
30/01/2025,St. John's Hospital Limerick,Inpatient,Adult,345,117,10,0,472
30/01/2025,St. Michael's Hospital,Inpatient,Adult,252,110,14,12,388
30/01/2025,St. Vincent's University Hospital,Inpatient,Adult,726,187,86,157,"1,156"
30/01/2025,Tallaght University Hospital,Inpatient,Adult,914,565,198,193,"1,870"
30/01/2025,Tipperary University Hospital,Inpatient,Adult,65,9,2,0,77
30/01/2025,University Hospital Kerry,Inpatient,Adult,93,6,0,0,99
30/01/2025,University Hospital Limerick,Inpatient,Adult,512,145,64,42,763
30/01/2025,University Hospital Waterford,Inpatient,Adult,160,45,39,68,312
30/01/2025,Children's Health Ireland,Day Case,Child,"1,892",873,488,544,"3,797"
30/01/2025,Cork University Hospital,Day Case,Child,205,104,54,30,393
30/01/2025,Galway University Hospitals,Day Case,Child,294,155,75,59,583
30/01/2025,Letterkenny University Hospital,Day Case,Child,34,16,0,2,52
30/01/2025,Midland Regional Hospital Mullingar,Day Case,Child,38,15,0,0,53
30/01/2025,Midland Regional Hospital Tullamore,Day Case,Child,99,2,0,0,101
30/01/2025,Our Lady of Lourdes Hospital Drogheda,Day Case,Child,31,17,31,2,81
30/01/2025,Royal Victoria Eye and Ear Hospital,Day Case,Child,48,18,4,2,72
30/01/2025,Sligo University Hospital,Day Case,Child,76,10,4,2,92
30/01/2025,Small Volume Hospitals,Day Case,Child,96,12,0,0,108
30/01/2025,South Infirmary Victoria University Hospital,Day Case,Child,125,51,11,2,189
30/01/2025,University Hospital Limerick,Day Case,Child,184,51,53,2,290
30/01/2025,University Hospital Waterford,Day Case,Child,86,35,28,23,172
30/01/2025,Children's Health Ireland,Inpatient,Child,"1,189",560,289,332,"2,370"
30/01/2025,Galway University Hospitals,Inpatient,Child,107,51,63,22,243
30/01/2025,Midland Regional Hospital Tullamore,Inpatient,Child,168,0,0,0,168
30/01/2025,National Orthopaedic Hospital Cappagh,Inpatient,Child,24,4,2,0,30
30/01/2025,Royal Victoria Eye and Ear Hospital,Inpatient,Child,19,11,4,5,39
30/01/2025,Sligo University Hospital,Inpatient,Child,52,2,2,0,56
30/01/2025,Small Volume Hospitals,Inpatient,Child,14,11,9,0,35
30/01/2025,South Infirmary Victoria University Hospital,Inpatient,Child,60,32,4,0,96
30/01/2025,University Hospital Limerick,Inpatient,Child,37,4,4,2,47
30/01/2025,University Hospital Waterford,Inpatient,Child,76,69,24,2,171
27/02/2025,Bantry General Hospital,Day Case,Adult,224,36,18,27,305
27/02/2025,Beaumont Hospital,Day Case,Adult,"3,341","1,799",497,320,"5,957"
27/02/2025,Cavan General Hospital,Day Case,Adult,470,28,9,2,509
27/02/2025,Connolly Hospital Blanchardstown,Day Case,Adult,993,79,0,0,"1,072"
27/02/2025,Coombe Women and Infants University Hospital,Day Case,Adult,110,15,4,0,129
27/02/2025,Cork University Hospital,Day Case,Adult,679,236,88,53,"1,056"
27/02/2025,Cork University Maternity Hospital,Day Case,Adult,352,60,2,2,416
27/02/2025,Croom Orthopaedic Hospital,Day Case,Adult,348,2,0,0,350
27/02/2025,Ennis Hospital,Day Case,Adult,501,109,12,0,622
27/02/2025,Galway University Hospitals,Day Case,Adult,"5,163","2,031",618,635,"8,447"
27/02/2025,Kilcreene Regional Orthopaedic Hospital,Day Case,Adult,256,24,0,2,282
27/02/2025,Letterkenny University Hospital,Day Case,Adult,"1,398",139,34,29,"1,600"
27/02/2025,Louth County Hospital,Day Case,Adult,547,41,0,0,588
27/02/2025,Mallow General Hospital,Day Case,Adult,271,108,48,35,462
27/02/2025,Mater Misericordiae University Hospital,Day Case,Adult,"3,560",789,287,489,"5,125"
27/02/2025,Mayo University Hospital,Day Case,Adult,661,51,7,2,721
27/02/2025,Mercy University Hospital,Day Case,Adult,471,61,4,2,538
27/02/2025,Midland Regional Hospital Mullingar,Day Case,Adult,565,100,40,9,714
27/02/2025,Midland Regional Hospital Portlaoise,Day Case,Adult,253,55,34,16,358
27/02/2025,Midland Regional Hospital Tullamore,Day Case,Adult,822,237,11,0,"1,070"
27/02/2025,Naas General Hospital,Day Case,Adult,228,59,4,2,293
27/02/2025,National Orthopaedic Hospital Cappagh,Day Case,Adult,514,26,2,0,542
27/02/2025,Nenagh Hospital,Day Case,Adult,916,442,37,2,"1,397"
27/02/2025,Our Lady of Lourdes Hospital Drogheda,Day Case,Adult,445,152,60,0,657
27/02/2025,Our Lady's Hospital Navan,Day Case,Adult,644,86,4,0,734
27/02/2025,Portiuncula University Hospital,Day Case,Adult,420,106,50,6,582
27/02/2025,Roscommon University Hospital,Day Case,Adult,379,135,104,62,680
27/02/2025,Rotunda Hospital,Day Case,Adult,167,29,10,17,223
27/02/2025,Royal Victoria Eye and Ear Hospital,Day Case,Adult,"1,659",321,209,83,"2,272"
27/02/2025,Sligo University Hospital,Day Case,Adult,"1,538",476,225,145,"2,384"
27/02/2025,South Infirmary Victoria University Hospital,Day Case,Adult,"2,135",850,340,455,"3,780"
27/02/2025,St. Columcille's Hospital,Day Case,Adult,332,37,37,5,411
27/02/2025,St. James's Hospital,Day Case,Adult,"2,327",783,336,274,"3,720"
27/02/2025,St. John's Hospital Limerick,Day Case,Adult,234,35,4,0,273
27/02/2025,St. Luke's General Hospital Kilkenny,Day Case,Adult,499,126,39,59,723
27/02/2025,St. Michael's Hospital,Day Case,Adult,813,136,26,20,995
27/02/2025,St. Vincent's University Hospital,Day Case,Adult,"1,921",520,108,145,"2,694"
27/02/2025,Tallaght University Hospital,Day Case,Adult,"2,052",325,138,35,"2,550"
27/02/2025,Tipperary University Hospital,Day Case,Adult,294,35,10,0,339
27/02/2025,University Hospital Kerry,Day Case,Adult,223,29,2,0,254
27/02/2025,University Hospital Limerick,Day Case,Adult,"1,257",534,285,56,"2,132"
27/02/2025,University Hospital Waterford,Day Case,Adult,"2,681",796,408,778,"4,663"
27/02/2025,Wexford General Hospital,Day Case,Adult,719,100,27,22,868
27/02/2025,Beaumont Hospital,Inpatient,Adult,"1,647","1,080",440,239,"3,406"
27/02/2025,Connolly Hospital Blanchardstown,Inpatient,Adult,313,13,0,0,326
27/02/2025,Coombe Women and Infants University Hospital,Inpatient,Adult,33,22,2,2,59
27/02/2025,Cork University Hospital,Inpatient,Adult,309,151,85,77,622
27/02/2025,Cork University Maternity Hospital,Inpatient,Adult,152,31,2,0,185
27/02/2025,Croom Orthopaedic Hospital,Inpatient,Adult,274,2,0,0,276
27/02/2025,Galway University Hospitals,Inpatient,Adult,"1,058",555,449,705,"2,767"
27/02/2025,Kilcreene Regional Orthopaedic Hospital,Inpatient,Adult,363,124,9,5,501
27/02/2025,Letterkenny University Hospital,Inpatient,Adult,229,58,39,68,394
27/02/2025,Mater Misericordiae University Hospital,Inpatient,Adult,"1,284",447,202,365,"2,298"
27/02/2025,Mayo University Hospital,Inpatient,Adult,205,76,16,7,304
27/02/2025,Mercy University Hospital,Inpatient,Adult,162,23,11,2,198
27/02/2025,Midland Regional Hospital Tullamore,Inpatient,Adult,468,190,21,2,681
27/02/2025,National Orthopaedic Hospital Cappagh,Inpatient,Adult,"1,111",331,30,0,"1,472"
27/02/2025,Our Lady of Lourdes Hospital Drogheda,Inpatient,Adult,234,95,48,2,379
27/02/2025,Our Lady's Hospital Navan,Inpatient,Adult,186,12,2,2,202
27/02/2025,Portiuncula University Hospital,Inpatient,Adult,12,15,8,0,35
27/02/2025,Rotunda Hospital,Inpatient,Adult,77,12,4,2,95
27/02/2025,Royal Victoria Eye and Ear Hospital,Inpatient,Adult,205,131,117,71,524
27/02/2025,Sligo University Hospital,Inpatient,Adult,328,137,49,58,572
27/02/2025,Small Volume Hospitals,Inpatient,Adult,51,19,13,6,88
27/02/2025,South Infirmary Victoria University Hospital,Inpatient,Adult,183,65,58,66,372
27/02/2025,St. James's Hospital,Inpatient,Adult,"1,011",494,226,281,"2,012"
27/02/2025,St. John's Hospital Limerick,Inpatient,Adult,347,93,4,2,446
27/02/2025,St. Michael's Hospital,Inpatient,Adult,299,114,19,9,441
27/02/2025,St. Vincent's University Hospital,Inpatient,Adult,709,194,83,160,"1,146"
27/02/2025,Tallaght University Hospital,Inpatient,Adult,962,624,232,210,"2,028"
27/02/2025,Tipperary University Hospital,Inpatient,Adult,97,15,4,0,116
27/02/2025,University Hospital Kerry,Inpatient,Adult,101,12,0,0,113
27/02/2025,University Hospital Limerick,Inpatient,Adult,589,159,65,47,860
27/02/2025,University Hospital Waterford,Inpatient,Adult,164,45,37,71,317
27/02/2025,Children's Health Ireland,Day Case,Child,"1,848",809,484,559,"3,700"
27/02/2025,Cork University Hospital,Day Case,Child,237,107,62,32,438
27/02/2025,Galway University Hospitals,Day Case,Child,296,143,81,67,587
27/02/2025,Letterkenny University Hospital,Day Case,Child,39,15,2,2,58
27/02/2025,Midland Regional Hospital Mullingar,Day Case,Child,38,18,0,0,56
27/02/2025,Midland Regional Hospital Tullamore,Day Case,Child,102,2,0,0,104
27/02/2025,Our Lady of Lourdes Hospital Drogheda,Day Case,Child,30,27,30,2,89
27/02/2025,Portiuncula University Hospital,Day Case,Child,18,2,0,0,20
27/02/2025,Royal Victoria Eye and Ear Hospital,Day Case,Child,44,14,9,2,69
27/02/2025,Sligo University Hospital,Day Case,Child,88,25,4,2,119
27/02/2025,Small Volume Hospitals,Day Case,Child,81,14,0,2,97
27/02/2025,South Infirmary Victoria University Hospital,Day Case,Child,123,47,13,2,185
27/02/2025,University Hospital Limerick,Day Case,Child,205,42,45,5,297
27/02/2025,University Hospital Waterford,Day Case,Child,99,36,25,25,185
27/02/2025,Children's Health Ireland,Inpatient,Child,"1,229",551,275,334,"2,389"
27/02/2025,Cork University Hospital,Inpatient,Child,11,4,8,0,23
27/02/2025,Galway University Hospitals,Inpatient,Child,105,45,60,30,240
27/02/2025,Midland Regional Hospital Tullamore,Inpatient,Child,160,0,0,0,160
27/02/2025,National Orthopaedic Hospital Cappagh,Inpatient,Child,24,4,7,0,35
27/02/2025,Royal Victoria Eye and Ear Hospital,Inpatient,Child,12,15,4,6,37
27/02/2025,Sligo University Hospital,Inpatient,Child,40,2,2,0,44
27/02/2025,Small Volume Hospitals,Inpatient,Child,15,2,5,0,22
27/02/2025,South Infirmary Victoria University Hospital,Inpatient,Child,74,28,4,0,106
27/02/2025,University Hospital Limerick,Inpatient,Child,42,2,4,2,50
27/02/2025,University Hospital Waterford,Inpatient,Child,69,53,30,2,154
27/03/2025,Bantry General Hospital,Day Case,Adult,196,13,4,2,215
27/03/2025,Beaumont Hospital,Day Case,Adult,"3,304","1,816",544,339,"6,003"
27/03/2025,Cavan General Hospital,Day Case,Adult,362,26,8,2,398
27/03/2025,Connolly Hospital Blanchardstown,Day Case,Adult,941,152,0,0,"1,093"
27/03/2025,Coombe Women and Infants University Hospital,Day Case,Adult,104,14,2,0,120
27/03/2025,Cork University Hospital,Day Case,Adult,627,248,95,50,"1,020"
27/03/2025,Cork University Maternity Hospital,Day Case,Adult,339,62,4,0,405
27/03/2025,Croom Orthopaedic Hospital,Day Case,Adult,357,31,0,0,388
27/03/2025,Ennis Hospital,Day Case,Adult,475,134,21,0,630
27/03/2025,Galway University Hospitals,Day Case,Adult,"5,278","2,205",632,673,"8,788"
27/03/2025,Kilcreene Regional Orthopaedic Hospital,Day Case,Adult,244,19,2,2,267
27/03/2025,Letterkenny University Hospital,Day Case,Adult,"1,500",191,36,29,"1,756"
27/03/2025,Louth County Hospital,Day Case,Adult,585,37,0,0,622
27/03/2025,Mallow General Hospital,Day Case,Adult,251,116,47,38,452
27/03/2025,Mater Misericordiae University Hospital,Day Case,Adult,"3,457",773,290,483,"5,003"
27/03/2025,Mayo University Hospital,Day Case,Adult,659,65,13,2,739
27/03/2025,Mercy University Hospital,Day Case,Adult,483,74,15,15,587
27/03/2025,Midland Regional Hospital Mullingar,Day Case,Adult,548,84,28,2,662
27/03/2025,Midland Regional Hospital Portlaoise,Day Case,Adult,245,50,30,16,341
27/03/2025,Midland Regional Hospital Tullamore,Day Case,Adult,778,273,16,0,"1,067"
27/03/2025,Naas General Hospital,Day Case,Adult,215,72,7,2,296
27/03/2025,National Orthopaedic Hospital Cappagh,Day Case,Adult,569,30,5,2,606
27/03/2025,Nenagh Hospital,Day Case,Adult,831,473,44,0,"1,348"
27/03/2025,Our Lady of Lourdes Hospital Drogheda,Day Case,Adult,400,170,67,2,639
27/03/2025,Our Lady's Hospital Navan,Day Case,Adult,690,84,0,0,774
27/03/2025,Portiuncula University Hospital,Day Case,Adult,401,96,51,2,550
27/03/2025,Roscommon University Hospital,Day Case,Adult,391,167,112,64,734
27/03/2025,Rotunda Hospital,Day Case,Adult,111,35,11,17,174
27/03/2025,Royal Victoria Eye and Ear Hospital,Day Case,Adult,"1,711",314,220,86,"2,331"
27/03/2025,Sligo University Hospital,Day Case,Adult,"1,462",484,238,157,"2,341"
27/03/2025,South Infirmary Victoria University Hospital,Day Case,Adult,"2,267",805,356,474,"3,902"
27/03/2025,St. Columcille's Hospital,Day Case,Adult,360,34,33,5,432
27/03/2025,St. James's Hospital,Day Case,Adult,"2,519",783,369,294,"3,965"
27/03/2025,St. John's Hospital Limerick,Day Case,Adult,253,40,4,0,297
27/03/2025,St. Luke's General Hospital Kilkenny,Day Case,Adult,516,160,53,63,792
27/03/2025,St. Michael's Hospital,Day Case,Adult,715,141,26,20,902
27/03/2025,St. Vincent's University Hospital,Day Case,Adult,"1,981",513,98,143,"2,735"
27/03/2025,Tallaght University Hospital,Day Case,Adult,"2,131",353,143,46,"2,673"
27/03/2025,Tipperary University Hospital,Day Case,Adult,275,35,7,0,317
27/03/2025,University Hospital Kerry,Day Case,Adult,206,35,0,0,241
27/03/2025,University Hospital Limerick,Day Case,Adult,"1,209",563,314,70,"2,156"
27/03/2025,University Hospital Waterford,Day Case,Adult,"2,740",788,414,766,"4,708"
27/03/2025,Wexford General Hospital,Day Case,Adult,760,98,30,24,912
27/03/2025,Beaumont Hospital,Inpatient,Adult,"1,580","1,086",523,261,"3,450"
27/03/2025,Connolly Hospital Blanchardstown,Inpatient,Adult,272,36,0,0,308
27/03/2025,Coombe Women and Infants University Hospital,Inpatient,Adult,29,17,4,0,50
27/03/2025,Cork University Hospital,Inpatient,Adult,290,148,96,68,602
27/03/2025,Cork University Maternity Hospital,Inpatient,Adult,169,29,4,0,202
27/03/2025,Croom Orthopaedic Hospital,Inpatient,Adult,284,4,0,0,288
27/03/2025,Galway University Hospitals,Inpatient,Adult,"1,045",519,432,741,"2,737"
27/03/2025,Kilcreene Regional Orthopaedic Hospital,Inpatient,Adult,344,136,2,0,482
27/03/2025,Letterkenny University Hospital,Inpatient,Adult,223,66,33,69,391
27/03/2025,Mater Misericordiae University Hospital,Inpatient,Adult,"1,319",448,216,376,"2,359"
27/03/2025,Mayo University Hospital,Inpatient,Adult,174,92,17,8,291
27/03/2025,Mercy University Hospital,Inpatient,Adult,162,23,12,5,202
27/03/2025,Midland Regional Hospital Tullamore,Inpatient,Adult,469,208,31,2,710
27/03/2025,National Orthopaedic Hospital Cappagh,Inpatient,Adult,"1,074",363,21,2,"1,460"
27/03/2025,Our Lady of Lourdes Hospital Drogheda,Inpatient,Adult,204,109,44,6,363
27/03/2025,Our Lady's Hospital Navan,Inpatient,Adult,203,20,0,2,225
27/03/2025,Portiuncula University Hospital,Inpatient,Adult,10,16,4,0,30
27/03/2025,Rotunda Hospital,Inpatient,Adult,61,15,4,2,82
27/03/2025,Royal Victoria Eye and Ear Hospital,Inpatient,Adult,206,124,126,77,533
27/03/2025,Sligo University Hospital,Inpatient,Adult,322,146,55,57,580
27/03/2025,Small Volume Hospitals,Inpatient,Adult,30,19,8,4,61
27/03/2025,South Infirmary Victoria University Hospital,Inpatient,Adult,179,65,47,70,361
27/03/2025,St. James's Hospital,Inpatient,Adult,922,459,222,274,"1,877"
27/03/2025,St. John's Hospital Limerick,Inpatient,Adult,408,103,10,2,523
27/03/2025,St. Michael's Hospital,Inpatient,Adult,239,109,25,2,375
27/03/2025,St. Vincent's University Hospital,Inpatient,Adult,711,187,89,148,"1,135"
27/03/2025,Tallaght University Hospital,Inpatient,Adult,870,678,278,226,"2,052"
27/03/2025,Tipperary University Hospital,Inpatient,Adult,72,16,2,0,90
27/03/2025,University Hospital Kerry,Inpatient,Adult,83,13,0,0,96
27/03/2025,University Hospital Limerick,Inpatient,Adult,621,158,70,53,902
27/03/2025,University Hospital Waterford,Inpatient,Adult,149,49,31,72,301
27/03/2025,Cavan General Hospital,Day Case,Child,18,2,0,0,20
27/03/2025,Children's Health Ireland,Day Case,Child,"1,865",854,559,555,"3,833"
27/03/2025,Cork University Hospital,Day Case,Child,218,110,65,33,426
27/03/2025,Galway University Hospitals,Day Case,Child,319,141,85,71,616
27/03/2025,Letterkenny University Hospital,Day Case,Child,45,15,2,2,65
27/03/2025,Midland Regional Hospital Mullingar,Day Case,Child,29,19,0,0,48
27/03/2025,Midland Regional Hospital Tullamore,Day Case,Child,88,2,0,0,90
27/03/2025,Our Lady of Lourdes Hospital Drogheda,Day Case,Child,35,26,17,0,78
27/03/2025,Royal Victoria Eye and Ear Hospital,Day Case,Child,38,10,7,2,58
27/03/2025,Sligo University Hospital,Day Case,Child,92,22,10,2,126
27/03/2025,Small Volume Hospitals,Day Case,Child,76,11,0,2,89
27/03/2025,South Infirmary Victoria University Hospital,Day Case,Child,114,38,16,2,170
27/03/2025,University Hospital Limerick,Day Case,Child,229,47,40,2,318
27/03/2025,University Hospital Waterford,Day Case,Child,106,41,27,27,201
27/03/2025,Children's Health Ireland,Inpatient,Child,"1,269",620,258,364,"2,511"
27/03/2025,Cork University Hospital,Inpatient,Child,11,4,5,2,22
27/03/2025,Galway University Hospitals,Inpatient,Child,109,57,58,36,260
27/03/2025,Midland Regional Hospital Tullamore,Inpatient,Child,140,5,0,0,145
27/03/2025,National Orthopaedic Hospital Cappagh,Inpatient,Child,27,4,7,0,38
27/03/2025,Royal Victoria Eye and Ear Hospital,Inpatient,Child,8,13,4,6,31
27/03/2025,Sligo University Hospital,Inpatient,Child,55,2,2,0,59
27/03/2025,Small Volume Hospitals,Inpatient,Child,12,2,6,0,20
27/03/2025,South Infirmary Victoria University Hospital,Inpatient,Child,73,22,0,2,97
27/03/2025,University Hospital Limerick,Inpatient,Child,48,2,4,2,56
27/03/2025,University Hospital Waterford,Inpatient,Child,71,57,24,5,157
24/04/2025,Bantry General Hospital,Day Case,Adult,145,18,0,2,166
24/04/2025,Beaumont Hospital,Day Case,Adult,"3,391","1,857",617,329,"6,194"
24/04/2025,Cavan General Hospital,Day Case,Adult,343,21,2,2,369
24/04/2025,Connolly Hospital Blanchardstown,Day Case,Adult,963,161,5,2,"1,131"
24/04/2025,Coombe Women and Infants University Hospital,Day Case,Adult,87,18,2,0,108
24/04/2025,Cork University Hospital,Day Case,Adult,632,240,78,37,987
24/04/2025,Cork University Maternity Hospital,Day Case,Adult,359,69,5,0,433
24/04/2025,Croom Orthopaedic Hospital,Day Case,Adult,382,59,0,0,441
24/04/2025,Ennis Hospital,Day Case,Adult,469,208,27,2,707
24/04/2025,Galway University Hospitals,Day Case,Adult,"5,130","2,325",590,683,"8,728"
24/04/2025,Kilcreene Regional Orthopaedic Hospital,Day Case,Adult,220,27,2,0,250
24/04/2025,Letterkenny University Hospital,Day Case,Adult,"1,436",213,41,27,"1,717"
24/04/2025,Louth County Hospital,Day Case,Adult,553,35,0,0,588
24/04/2025,Mallow General Hospital,Day Case,Adult,249,115,43,40,447
24/04/2025,Mater Misericordiae University Hospital,Day Case,Adult,"4,702","1,257",646,"1,487","8,092"
24/04/2025,Mayo University Hospital,Day Case,Adult,690,47,7,6,750
24/04/2025,Mercy University Hospital,Day Case,Adult,530,89,14,7,640
24/04/2025,Midland Regional Hospital Mullingar,Day Case,Adult,563,88,16,2,670
24/04/2025,Midland Regional Hospital Portlaoise,Day Case,Adult,283,53,23,21,380
24/04/2025,Midland Regional Hospital Tullamore,Day Case,Adult,710,331,32,0,"1,073"
24/04/2025,Naas General Hospital,Day Case,Adult,251,91,10,2,355
24/04/2025,National Orthopaedic Hospital Cappagh,Day Case,Adult,582,38,7,2,629
24/04/2025,Nenagh Hospital,Day Case,Adult,843,449,67,2,"1,362"
24/04/2025,Our Lady of Lourdes Hospital Drogheda,Day Case,Adult,388,178,73,2,641
24/04/2025,Our Lady's Hospital Navan,Day Case,Adult,573,88,2,2,666
24/04/2025,Portiuncula University Hospital,Day Case,Adult,424,98,51,6,579
24/04/2025,Roscommon University Hospital,Day Case,Adult,411,120,60,62,653
24/04/2025,Rotunda Hospital,Day Case,Adult,107,37,5,13,162
24/04/2025,Royal Victoria Eye and Ear Hospital,Day Case,Adult,"1,801",304,200,109,"2,414"
24/04/2025,Sligo University Hospital,Day Case,Adult,"1,473",553,246,172,"2,444"
24/04/2025,South Infirmary Victoria University Hospital,Day Case,Adult,"2,219",780,395,475,"3,869"
24/04/2025,St. Columcille's Hospital,Day Case,Adult,332,41,29,10,412
24/04/2025,St. James's Hospital,Day Case,Adult,"2,212",737,332,271,"3,552"
24/04/2025,St. John's Hospital Limerick,Day Case,Adult,257,42,2,0,301
24/04/2025,St. Luke's General Hospital Kilkenny,Day Case,Adult,517,152,43,62,774
24/04/2025,St. Michael's Hospital,Day Case,Adult,721,151,33,19,924
24/04/2025,St. Vincent's University Hospital,Day Case,Adult,"1,941",508,105,123,"2,677"
24/04/2025,Tallaght University Hospital,Day Case,Adult,"1,926",388,134,52,"2,500"
24/04/2025,Tipperary University Hospital,Day Case,Adult,303,32,6,0,341
24/04/2025,University Hospital Kerry,Day Case,Adult,201,31,2,0,235
24/04/2025,University Hospital Limerick,Day Case,Adult,"1,232",606,319,90,"2,247"
24/04/2025,University Hospital Waterford,Day Case,Adult,"2,620",836,395,777,"4,628"
24/04/2025,Wexford General Hospital,Day Case,Adult,695,151,27,24,897
24/04/2025,Beaumont Hospital,Inpatient,Adult,"1,438","1,177",600,281,"3,496"
24/04/2025,Connolly Hospital Blanchardstown,Inpatient,Adult,267,43,2,0,312
