ArchiveDate,Hospital_Name,Case_Type,Adult_Child,0-6 Months,6-12 Months,12-18 Months,18 Months +,Total
29/04/2021,Sligo University Hospital,Day Case,Adult,"1,151",340,210,200,"1,901"
29/04/2021,South Infirmary Victoria University Hospital,Day Case,Adult,"1,710",382,57,50,"2,199"
29/04/2021,South Tipperary General Hospital,Day Case,Adult,135,8,3,0,145
29/04/2021,St. Columcille's Hospital,Day Case,Adult,449,155,36,20,660
29/04/2021,St. James's Hospital,Day Case,Adult,"2,304",720,550,846,"4,420"
29/04/2021,St. John's Hospital Limerick,Day Case,Adult,295,136,141,166,738
29/04/2021,St. Luke's General Hospital Kilkenny,Day Case,Adult,359,177,129,181,846
29/04/2021,St. Michael's Hospital,Day Case,Adult,16,5,0,3,23
29/04/2021,St. Vincent's University Hospital,Day Case,Adult,"1,425",421,216,128,"2,190"
29/04/2021,Tallaght University Hospital,Day Case,Adult,"1,381",574,282,394,"2,631"
29/04/2021,University Hospital Kerry,Day Case,Adult,218,31,61,5,315
29/04/2021,University Hospital Limerick,Day Case,Adult,648,312,288,248,"1,496"
29/04/2021,University Hospital Waterford,Day Case,Adult,"1,643",576,504,938,"3,661"
29/04/2021,Wexford General Hospital,Day Case,Adult,527,259,63,3,852
29/04/2021,Beaumont Hospital,Inpatient,Adult,888,428,268,122,"1,706"
29/04/2021,Connolly Hospital Blanchardstown,Inpatient,Adult,155,9,8,0,172
29/04/2021,Cork University Hospital,Inpatient,Adult,185,107,39,54,385
29/04/2021,Cork University Maternity Hospital,Inpatient,Adult,144,37,40,166,387
29/04/2021,Croom Orthopaedic Hospital,Inpatient,Adult,193,167,41,2,403
29/04/2021,Galway University Hospitals,Inpatient,Adult,721,314,303,967,"2,305"
29/04/2021,Kilcreene Regional Orthopaedic Hospital,Inpatient,Adult,103,4,4,2,114
29/04/2021,Letterkenny University Hospital,Inpatient,Adult,196,177,110,188,671
29/04/2021,Mater Misericordiae University Hospital,Inpatient,Adult,692,229,172,428,"1,521"
29/04/2021,Mayo University Hospital,Inpatient,Adult,118,57,62,56,293
29/04/2021,Mercy University Hospital,Inpatient,Adult,92,38,23,48,201
29/04/2021,Midland Regional Hospital Portlaoise,Inpatient,Adult,24,8,8,2,42
29/04/2021,Midland Regional Hospital Tullamore,Inpatient,Adult,338,49,64,117,568
29/04/2021,National Orthopaedic Hospital Cappagh,Inpatient,Adult,748,163,44,13,968
29/04/2021,Our Lady of Lourdes Hospital Drogheda,Inpatient,Adult,266,99,42,0,407
29/04/2021,Our Lady's Hospital Navan,Inpatient,Adult,78,51,38,37,204
29/04/2021,Royal Victoria Eye and Ear Hospital,Inpatient,Adult,125,53,42,43,263
29/04/2021,Sligo University Hospital,Inpatient,Adult,375,137,145,159,816
29/04/2021,Small Volume Hospitals,Inpatient,Adult,116,33,13,19,181
29/04/2021,South Infirmary Victoria University Hospital,Inpatient,Adult,190,58,57,77,382
29/04/2021,South Tipperary General Hospital,Inpatient,Adult,27,7,0,0,34
29/04/2021,St. James's Hospital,Inpatient,Adult,618,259,218,489,"1,584"
29/04/2021,St. John's Hospital Limerick,Inpatient,Adult,281,99,133,98,611
29/04/2021,St. Luke's General Hospital Kilkenny,Inpatient,Adult,16,11,10,10,47
29/04/2021,St. Michael's Hospital,Inpatient,Adult,422,105,51,45,623
29/04/2021,St. Vincent's University Hospital,Inpatient,Adult,529,141,100,228,998
29/04/2021,Tallaght University Hospital,Inpatient,Adult,410,222,231,229,"1,092"
29/04/2021,University Hospital Kerry,Inpatient,Adult,50,4,15,11,80
29/04/2021,University Hospital Limerick,Inpatient,Adult,197,84,61,79,421
29/04/2021,University Hospital Waterford,Inpatient,Adult,132,66,50,91,339
29/04/2021,Children's Health Ireland,Day Case,Child,"1,441",510,459,455,"2,865"
29/04/2021,Cork University Hospital,Day Case,Child,70,36,17,13,136
29/04/2021,Galway University Hospitals,Day Case,Child,120,61,53,48,282
29/04/2021,Letterkenny University Hospital,Day Case,Child,23,27,12,11,73
29/04/2021,Mercy University Hospital,Day Case,Child,61,26,7,2,96
29/04/2021,Midland Regional Hospital Tullamore,Day Case,Child,28,4,0,0,32
29/04/2021,National Orthopaedic Hospital Cappagh,Day Case,Child,95,2,2,0,100
29/04/2021,Royal Victoria Eye and Ear Hospital,Day Case,Child,27,16,20,12,75
29/04/2021,Sligo University Hospital,Day Case,Child,30,20,8,11,69
29/04/2021,Small Volume Hospitals,Day Case,Child,90,27,59,24,200
29/04/2021,South Infirmary Victoria University Hospital,Day Case,Child,77,19,11,5,112
29/04/2021,South Tipperary General Hospital,Day Case,Child,24,2,2,0,28
29/04/2021,University Hospital Limerick,Day Case,Child,44,20,57,47,168
29/04/2021,University Hospital Waterford,Day Case,Child,38,8,27,17,90
29/04/2021,Children's Health Ireland,Inpatient,Child,984,690,542,559,"2,775"
29/04/2021,Galway University Hospitals,Inpatient,Child,55,7,7,10,79
29/04/2021,Midland Regional Hospital Tullamore,Inpatient,Child,50,0,0,0,50
29/04/2021,National Orthopaedic Hospital Cappagh,Inpatient,Child,74,25,23,5,127
29/04/2021,Sligo University Hospital,Inpatient,Child,33,13,7,16,69
29/04/2021,Small Volume Hospitals,Inpatient,Child,114,55,83,37,290
29/04/2021,South Infirmary Victoria University Hospital,Inpatient,Child,32,9,4,5,50
13/05/2021,Bantry General Hospital,Day Case,Adult,156,125,20,2,303
13/05/2021,Beaumont Hospital,Day Case,Adult,"2,428",506,160,50,"3,144"
13/05/2021,Cavan General Hospital,Day Case,Adult,251,48,7,0,306
13/05/2021,Connolly Hospital Blanchardstown,Day Case,Adult,495,71,2,0,568
13/05/2021,Coombe Women and Infants University Hospital,Day Case,Adult,114,30,2,2,149
13/05/2021,Cork University Hospital,Day Case,Adult,449,120,99,120,788
13/05/2021,Cork University Maternity Hospital,Day Case,Adult,168,32,14,18,232
13/05/2021,Croom Orthopaedic Hospital,Day Case,Adult,342,115,60,2,519
13/05/2021,Ennis Hospital,Day Case,Adult,270,147,48,2,467
13/05/2021,Galway University Hospitals,Day Case,Adult,"2,924","1,172",789,"1,179","6,064"
13/05/2021,Kilcreene Regional Orthopaedic Hospital,Day Case,Adult,77,8,8,0,94
13/05/2021,Letterkenny University Hospital,Day Case,Adult,895,674,335,272,"2,176"
13/05/2021,Louth County Hospital,Day Case,Adult,483,96,22,2,603
13/05/2021,Mallow General Hospital,Day Case,Adult,161,39,12,8,220
13/05/2021,Mater Misericordiae University Hospital,Day Case,Adult,"2,256",680,313,506,"3,755"
13/05/2021,Mayo University Hospital,Day Case,Adult,363,148,110,266,887
13/05/2021,Mercy University Hospital,Day Case,Adult,429,132,133,152,846
13/05/2021,Midland Regional Hospital Mullingar,Day Case,Adult,367,209,94,13,683
13/05/2021,Midland Regional Hospital Portlaoise,Day Case,Adult,260,133,80,45,518
13/05/2021,Midland Regional Hospital Tullamore,Day Case,Adult,487,75,56,78,696
13/05/2021,Naas General Hospital,Day Case,Adult,165,113,53,20,351
13/05/2021,National Orthopaedic Hospital Cappagh,Day Case,Adult,343,46,5,2,396
13/05/2021,Nenagh Hospital,Day Case,Adult,581,382,535,354,"1,852"
13/05/2021,Our Lady of Lourdes Hospital Drogheda,Day Case,Adult,192,40,2,0,234
13/05/2021,Our Lady's Hospital Navan,Day Case,Adult,413,73,26,2,514
13/05/2021,Portiuncula University Hospital,Day Case,Adult,256,70,71,71,468
13/05/2021,Roscommon University Hospital,Day Case,Adult,410,189,121,92,812
13/05/2021,Royal Victoria Eye and Ear Hospital,Day Case,Adult,"1,020",298,141,95,"1,554"
13/05/2021,Sligo University Hospital,Day Case,Adult,"1,153",339,208,193,"1,893"
13/05/2021,South Infirmary Victoria University Hospital,Day Case,Adult,"1,647",413,55,52,"2,167"
13/05/2021,St. Columcille's Hospital,Day Case,Adult,452,145,33,27,657
13/05/2021,St. James's Hospital,Day Case,Adult,"2,269",738,504,853,"4,364"
13/05/2021,St. John's Hospital Limerick,Day Case,Adult,284,156,128,166,734
13/05/2021,St. Luke's General Hospital Kilkenny,Day Case,Adult,388,171,121,161,841
13/05/2021,St. Michael's Hospital,Day Case,Adult,24,5,0,2,31
13/05/2021,St. Vincent's University Hospital,Day Case,Adult,"1,485",444,208,128,"2,265"
13/05/2021,Tallaght University Hospital,Day Case,Adult,"1,371",600,263,397,"2,631"
13/05/2021,Tipperary University Hospital,Day Case,Adult,138,5,2,0,145
13/05/2021,University Hospital Kerry,Day Case,Adult,207,24,54,8,293
13/05/2021,University Hospital Limerick,Day Case,Adult,648,335,268,261,"1,512"
13/05/2021,University Hospital Waterford,Day Case,Adult,"1,661",570,452,939,"3,622"
13/05/2021,Wexford General Hospital,Day Case,Adult,495,292,58,2,847
13/05/2021,Beaumont Hospital,Inpatient,Adult,870,436,250,130,"1,686"
13/05/2021,Connolly Hospital Blanchardstown,Inpatient,Adult,159,7,0,0,166
13/05/2021,Cork University Hospital,Inpatient,Adult,179,109,38,56,382
13/05/2021,Cork University Maternity Hospital,Inpatient,Adult,142,41,32,162,377
13/05/2021,Croom Orthopaedic Hospital,Inpatient,Adult,198,196,41,2,437
13/05/2021,Galway University Hospitals,Inpatient,Adult,712,347,287,968,"2,314"
13/05/2021,Kilcreene Regional Orthopaedic Hospital,Inpatient,Adult,104,10,8,2,124
13/05/2021,Letterkenny University Hospital,Inpatient,Adult,151,172,98,183,604
13/05/2021,Mater Misericordiae University Hospital,Inpatient,Adult,703,233,158,430,"1,524"
13/05/2021,Mayo University Hospital,Inpatient,Adult,110,62,56,60,288
13/05/2021,Mercy University Hospital,Inpatient,Adult,88,38,21,47,194
13/05/2021,Midland Regional Hospital Portlaoise,Inpatient,Adult,21,7,8,2,38
13/05/2021,Midland Regional Hospital Tullamore,Inpatient,Adult,326,46,43,105,520
13/05/2021,National Orthopaedic Hospital Cappagh,Inpatient,Adult,744,144,39,13,940
13/05/2021,Our Lady of Lourdes Hospital Drogheda,Inpatient,Adult,268,98,32,0,398
13/05/2021,Our Lady's Hospital Navan,Inpatient,Adult,78,45,26,28,177
13/05/2021,Royal Victoria Eye and Ear Hospital,Inpatient,Adult,107,58,37,46,248
13/05/2021,Sligo University Hospital,Inpatient,Adult,345,146,141,165,797
13/05/2021,Small Volume Hospitals,Inpatient,Adult,136,32,12,19,199
13/05/2021,South Infirmary Victoria University Hospital,Inpatient,Adult,178,65,57,86,386
13/05/2021,St. James's Hospital,Inpatient,Adult,628,266,212,491,"1,597"
13/05/2021,St. John's Hospital Limerick,Inpatient,Adult,296,109,120,99,624
13/05/2021,St. Luke's General Hospital Kilkenny,Inpatient,Adult,20,10,10,10,50
13/05/2021,St. Michael's Hospital,Inpatient,Adult,419,103,44,49,615
13/05/2021,St. Vincent's University Hospital,Inpatient,Adult,480,152,92,235,959
13/05/2021,Tallaght University Hospital,Inpatient,Adult,438,226,221,235,"1,120"
13/05/2021,University Hospital Kerry,Inpatient,Adult,68,9,13,10,100
13/05/2021,University Hospital Limerick,Inpatient,Adult,196,81,58,80,415
13/05/2021,University Hospital Waterford,Inpatient,Adult,127,67,47,89,330
13/05/2021,Children's Health Ireland,Day Case,Child,"1,375",539,427,464,"2,805"
13/05/2021,Cork University Hospital,Day Case,Child,69,35,20,13,137
13/05/2021,Galway University Hospitals,Day Case,Child,118,62,57,49,286
13/05/2021,Letterkenny University Hospital,Day Case,Child,22,29,12,12,75
13/05/2021,Mercy University Hospital,Day Case,Child,59,28,8,2,97
13/05/2021,Midland Regional Hospital Tullamore,Day Case,Child,22,4,0,0,26
13/05/2021,National Orthopaedic Hospital Cappagh,Day Case,Child,85,0,2,0,87
13/05/2021,Royal Victoria Eye and Ear Hospital,Day Case,Child,26,18,20,11,75
13/05/2021,Sligo University Hospital,Day Case,Child,28,19,9,9,65
13/05/2021,Small Volume Hospitals,Day Case,Child,118,27,60,23,228
13/05/2021,South Infirmary Victoria University Hospital,Day Case,Child,81,20,9,6,116
13/05/2021,University Hospital Limerick,Day Case,Child,50,22,47,40,159
13/05/2021,University Hospital Waterford,Day Case,Child,34,4,20,19,78
13/05/2021,Children's Health Ireland,Inpatient,Child,996,706,490,579,"2,771"
13/05/2021,Galway University Hospitals,Inpatient,Child,60,7,8,10,85
13/05/2021,Midland Regional Hospital Tullamore,Inpatient,Child,39,0,0,0,39
13/05/2021,National Orthopaedic Hospital Cappagh,Inpatient,Child,69,24,23,2,118
13/05/2021,Sligo University Hospital,Inpatient,Child,41,14,7,15,77
13/05/2021,Small Volume Hospitals,Inpatient,Child,120,69,104,34,326
13/05/2021,South Infirmary Victoria University Hospital,Inpatient,Child,27,12,4,2,46
29/07/2021,Bantry General Hospital,Day Case,Adult,130,24,15,2,171
29/07/2021,Beaumont Hospital,Day Case,Adult,"2,739",471,65,55,"3,330"
29/07/2021,Cavan General Hospital,Day Case,Adult,330,9,10,0,350
29/07/2021,Connolly Hospital Blanchardstown,Day Case,Adult,443,2,2,0,448
29/07/2021,Coombe Women and Infants University Hospital,Day Case,Adult,80,37,0,2,119
29/07/2021,Cork University Hospital,Day Case,Adult,369,162,66,156,753
29/07/2021,Cork University Maternity Hospital,Day Case,Adult,138,51,5,22,216
29/07/2021,Croom Orthopaedic Hospital,Day Case,Adult,335,78,46,17,476
29/07/2021,Ennis Hospital,Day Case,Adult,232,142,86,15,475
29/07/2021,Galway University Hospitals,Day Case,Adult,"2,664","1,569",539,"1,385","6,157"
29/07/2021,Kilcreene Regional Orthopaedic Hospital,Day Case,Adult,65,8,5,2,80
29/07/2021,Letterkenny University Hospital,Day Case,Adult,816,580,282,398,"2,076"
29/07/2021,Louth County Hospital,Day Case,Adult,451,100,16,6,573
29/07/2021,Mallow General Hospital,Day Case,Adult,128,51,12,11,202
29/07/2021,Mater Misericordiae University Hospital,Day Case,Adult,"2,446",428,252,535,"3,661"
29/07/2021,Mayo University Hospital,Day Case,Adult,323,171,78,302,874
29/07/2021,Mercy University Hospital,Day Case,Adult,447,172,101,187,907
29/07/2021,Midland Regional Hospital Mullingar,Day Case,Adult,393,216,112,34,755
29/07/2021,Midland Regional Hospital Portlaoise,Day Case,Adult,207,178,72,74,531
29/07/2021,Midland Regional Hospital Tullamore,Day Case,Adult,438,111,34,95,678
29/07/2021,Naas General Hospital,Day Case,Adult,160,96,50,26,332
29/07/2021,National Orthopaedic Hospital Cappagh,Day Case,Adult,425,41,6,2,474
29/07/2021,Nenagh Hospital,Day Case,Adult,437,404,406,372,"1,619"
29/07/2021,Our Lady of Lourdes Hospital Drogheda,Day Case,Adult,180,33,2,0,215
29/07/2021,Our Lady's Hospital Navan,Day Case,Adult,385,81,21,11,498
29/07/2021,Portiuncula University Hospital,Day Case,Adult,278,64,40,44,426
29/07/2021,Roscommon University Hospital,Day Case,Adult,352,208,115,118,793
29/07/2021,Royal Victoria Eye and Ear Hospital,Day Case,Adult,"1,525",308,107,133,"2,073"
29/07/2021,Sligo University Hospital,Day Case,Adult,"1,311",457,192,246,"2,206"
29/07/2021,South Infirmary Victoria University Hospital,Day Case,Adult,"1,634",490,83,61,"2,268"
29/07/2021,St. Columcille's Hospital,Day Case,Adult,474,109,34,35,652
29/07/2021,St. James's Hospital,Day Case,Adult,"1,963",875,324,918,"4,080"
29/07/2021,St. John's Hospital Limerick,Day Case,Adult,255,189,103,204,751
29/07/2021,St. Luke's General Hospital Kilkenny,Day Case,Adult,453,165,123,159,900
29/07/2021,St. Michael's Hospital,Day Case,Adult,19,5,2,2,28
29/07/2021,St. Vincent's University Hospital,Day Case,Adult,"1,406",403,177,147,"2,133"
29/07/2021,Tallaght University Hospital,Day Case,Adult,"1,553",517,242,380,"2,692"
29/07/2021,Tipperary University Hospital,Day Case,Adult,190,5,2,0,197
29/07/2021,University Hospital Kerry,Day Case,Adult,153,67,45,18,283
29/07/2021,University Hospital Limerick,Day Case,Adult,641,380,241,325,"1,587"
29/07/2021,University Hospital Waterford,Day Case,Adult,"1,867",596,300,"1,034","3,797"
29/07/2021,Wexford General Hospital,Day Case,Adult,551,364,80,9,"1,004"
29/07/2021,Beaumont Hospital,Inpatient,Adult,"1,033",430,179,188,"1,830"
29/07/2021,Connolly Hospital Blanchardstown,Inpatient,Adult,76,0,5,0,81
29/07/2021,Cork University Hospital,Inpatient,Adult,163,123,40,67,393
29/07/2021,Cork University Maternity Hospital,Inpatient,Adult,96,85,15,175,371
29/07/2021,Croom Orthopaedic Hospital,Inpatient,Adult,219,138,63,12,432
29/07/2021,Galway University Hospitals,Inpatient,Adult,710,373,195,"1,033","2,311"
29/07/2021,Kilcreene Regional Orthopaedic Hospital,Inpatient,Adult,136,16,5,5,162
29/07/2021,Letterkenny University Hospital,Inpatient,Adult,188,135,72,209,604
29/07/2021,Mater Misericordiae University Hospital,Inpatient,Adult,694,222,117,421,"1,454"
29/07/2021,Mayo University Hospital,Inpatient,Adult,72,82,40,93,287
29/07/2021,Mercy University Hospital,Inpatient,Adult,90,32,20,52,194
29/07/2021,Midland Regional Hospital Portlaoise,Inpatient,Adult,11,9,5,2,27
29/07/2021,Midland Regional Hospital Tullamore,Inpatient,Adult,263,84,42,149,538
29/07/2021,National Orthopaedic Hospital Cappagh,Inpatient,Adult,820,115,7,21,963
29/07/2021,Our Lady of Lourdes Hospital Drogheda,Inpatient,Adult,275,103,35,2,415
29/07/2021,Our Lady's Hospital Navan,Inpatient,Adult,83,35,7,26,151
29/07/2021,Royal Victoria Eye and Ear Hospital,Inpatient,Adult,109,54,32,47,242
29/07/2021,Sligo University Hospital,Inpatient,Adult,320,186,99,204,809
29/07/2021,Small Volume Hospitals,Inpatient,Adult,101,36,16,19,172
29/07/2021,South Infirmary Victoria University Hospital,Inpatient,Adult,188,75,41,101,405
29/07/2021,St. James's Hospital,Inpatient,Adult,635,303,146,550,"1,634"
29/07/2021,St. John's Hospital Limerick,Inpatient,Adult,248,142,88,129,607
29/07/2021,St. Luke's General Hospital Kilkenny,Inpatient,Adult,29,10,10,6,56
29/07/2021,St. Michael's Hospital,Inpatient,Adult,443,124,32,51,650
29/07/2021,St. Vincent's University Hospital,Inpatient,Adult,511,142,62,240,955
29/07/2021,Tallaght University Hospital,Inpatient,Adult,412,193,155,240,"1,000"
29/07/2021,University Hospital Kerry,Inpatient,Adult,134,34,18,20,206
29/07/2021,University Hospital Limerick,Inpatient,Adult,225,103,61,115,504
29/07/2021,University Hospital Waterford,Inpatient,Adult,99,66,38,99,302
29/07/2021,Children's Health Ireland,Day Case,Child,"1,493",614,341,556,"3,004"
29/07/2021,Cork University Hospital,Day Case,Child,68,39,18,22,147
29/07/2021,Galway University Hospitals,Day Case,Child,109,70,42,69,290
29/07/2021,Letterkenny University Hospital,Day Case,Child,20,27,11,18,76
29/07/2021,Mercy University Hospital,Day Case,Child,61,41,9,5,116
29/07/2021,Midland Regional Hospital Tullamore,Day Case,Child,32,2,2,0,36
29/07/2021,National Orthopaedic Hospital Cappagh,Day Case,Child,62,0,0,0,62
29/07/2021,Royal Victoria Eye and Ear Hospital,Day Case,Child,33,12,15,15,75
29/07/2021,Sligo University Hospital,Day Case,Child,48,22,7,10,87
29/07/2021,Small Volume Hospitals,Day Case,Child,105,25,34,22,185
29/07/2021,South Infirmary Victoria University Hospital,Day Case,Child,74,22,4,9,109
29/07/2021,University Hospital Limerick,Day Case,Child,54,27,32,45,158
29/07/2021,University Hospital Waterford,Day Case,Child,32,11,9,16,68
29/07/2021,Children's Health Ireland,Inpatient,Child,"1,072",760,416,667,"2,915"
29/07/2021,Galway University Hospitals,Inpatient,Child,45,10,4,17,76
29/07/2021,Midland Regional Hospital Tullamore,Inpatient,Child,49,2,0,0,51
29/07/2021,National Orthopaedic Hospital Cappagh,Inpatient,Child,94,31,9,19,153
29/07/2021,Sligo University Hospital,Inpatient,Child,48,22,7,19,96
29/07/2021,Small Volume Hospitals,Inpatient,Child,73,55,34,49,211
29/07/2021,South Infirmary Victoria University Hospital,Inpatient,Child,18,4,0,2,24
26/08/2021,Bantry General Hospital,Day Case,Adult,92,19,9,7,127
26/08/2021,Beaumont Hospital,Day Case,Adult,"2,494",394,53,45,"2,986"
26/08/2021,Cavan General Hospital,Day Case,Adult,292,26,5,2,325
26/08/2021,Connolly Hospital Blanchardstown,Day Case,Adult,360,2,0,0,362
26/08/2021,Coombe Women and Infants University Hospital,Day Case,Adult,89,34,2,2,128
26/08/2021,Cork University Hospital,Day Case,Adult,351,160,50,176,737
26/08/2021,Cork University Maternity Hospital,Day Case,Adult,147,49,7,23,226
26/08/2021,Croom Orthopaedic Hospital,Day Case,Adult,358,98,40,22,518
26/08/2021,Ennis Hospital,Day Case,Adult,211,157,85,25,478
26/08/2021,Galway University Hospitals,Day Case,Adult,"2,792","1,547",481,"1,465","6,285"
26/08/2021,Kilcreene Regional Orthopaedic Hospital,Day Case,Adult,67,10,2,2,82
26/08/2021,Letterkenny University Hospital,Day Case,Adult,895,524,271,434,"2,124"
26/08/2021,Louth County Hospital,Day Case,Adult,486,68,18,2,574
26/08/2021,Mallow General Hospital,Day Case,Adult,116,47,15,10,188
26/08/2021,Mater Misericordiae University Hospital,Day Case,Adult,"2,375",492,221,564,"3,652"
26/08/2021,Mayo University Hospital,Day Case,Adult,333,179,57,318,887
26/08/2021,Mercy University Hospital,Day Case,Adult,440,180,97,202,919
26/08/2021,Midland Regional Hospital Mullingar,Day Case,Adult,419,182,103,58,762
26/08/2021,Midland Regional Hospital Portlaoise,Day Case,Adult,226,158,71,83,538
26/08/2021,Midland Regional Hospital Tullamore,Day Case,Adult,442,115,34,95,686
26/08/2021,Naas General Hospital,Day Case,Adult,93,65,40,36,234
26/08/2021,National Orthopaedic Hospital Cappagh,Day Case,Adult,308,33,5,2,348
26/08/2021,Nenagh Hospital,Day Case,Adult,400,373,304,444,"1,521"
26/08/2021,Our Lady of Lourdes Hospital Drogheda,Day Case,Adult,181,35,5,0,221
26/08/2021,Our Lady's Hospital Navan,Day Case,Adult,331,75,14,11,431
26/08/2021,Portiuncula University Hospital,Day Case,Adult,319,64,25,54,462
26/08/2021,Roscommon University Hospital,Day Case,Adult,315,209,108,132,764
26/08/2021,Royal Victoria Eye and Ear Hospital,Day Case,Adult,"1,530",286,92,140,"2,048"
26/08/2021,Sligo University Hospital,Day Case,Adult,"1,324",420,172,264,"2,180"
26/08/2021,South Infirmary Victoria University Hospital,Day Case,Adult,"1,497",475,98,65,"2,135"
26/08/2021,St. Columcille's Hospital,Day Case,Adult,529,102,39,32,702
26/08/2021,St. James's Hospital,Day Case,Adult,"1,872",788,282,973,"3,915"
26/08/2021,St. John's Hospital Limerick,Day Case,Adult,272,175,79,228,754
26/08/2021,St. Luke's General Hospital Kilkenny,Day Case,Adult,465,157,108,156,886
26/08/2021,St. Michael's Hospital,Day Case,Adult,57,5,2,2,67
26/08/2021,St. Vincent's University Hospital,Day Case,Adult,"1,377",420,165,162,"2,124"
26/08/2021,Tallaght University Hospital,Day Case,Adult,"1,649",512,180,371,"2,712"
26/08/2021,Tipperary University Hospital,Day Case,Adult,207,5,0,2,214
26/08/2021,University Hospital Kerry,Day Case,Adult,165,77,37,28,307
26/08/2021,University Hospital Limerick,Day Case,Adult,659,245,103,267,"1,274"
26/08/2021,University Hospital Waterford,Day Case,Adult,"1,825",519,252,"1,052","3,648"
26/08/2021,Wexford General Hospital,Day Case,Adult,563,259,109,18,949
26/08/2021,Beaumont Hospital,Inpatient,Adult,960,406,146,188,"1,700"
26/08/2021,Connolly Hospital Blanchardstown,Inpatient,Adult,54,0,0,0,54
26/08/2021,Cork University Hospital,Inpatient,Adult,162,105,39,72,378
26/08/2021,Cork University Maternity Hospital,Inpatient,Adult,102,77,7,182,368
26/08/2021,Croom Orthopaedic Hospital,Inpatient,Adult,265,105,56,16,442
26/08/2021,Galway University Hospitals,Inpatient,Adult,740,372,166,"1,059","2,337"
26/08/2021,Kilcreene Regional Orthopaedic Hospital,Inpatient,Adult,160,10,5,6,181
26/08/2021,Letterkenny University Hospital,Inpatient,Adult,184,111,69,207,571
26/08/2021,Mater Misericordiae University Hospital,Inpatient,Adult,715,209,97,437,"1,458"
26/08/2021,Mayo University Hospital,Inpatient,Adult,75,70,28,100,273
26/08/2021,Mercy University Hospital,Inpatient,Adult,79,35,16,55,185
26/08/2021,Midland Regional Hospital Portlaoise,Inpatient,Adult,11,9,5,2,27
26/08/2021,Midland Regional Hospital Tullamore,Inpatient,Adult,211,93,25,142,471
26/08/2021,National Orthopaedic Hospital Cappagh,Inpatient,Adult,855,105,9,17,986
26/08/2021,Our Lady of Lourdes Hospital Drogheda,Inpatient,Adult,288,87,32,12,419
26/08/2021,Our Lady's Hospital Navan,Inpatient,Adult,90,36,8,25,159
26/08/2021,Royal Victoria Eye and Ear Hospital,Inpatient,Adult,116,49,23,45,233
26/08/2021,Sligo University Hospital,Inpatient,Adult,326,160,83,220,789
26/08/2021,Small Volume Hospitals,Inpatient,Adult,93,34,14,21,161
26/08/2021,South Infirmary Victoria University Hospital,Inpatient,Adult,174,77,33,112,396
26/08/2021,St. James's Hospital,Inpatient,Adult,592,290,140,582,"1,604"
26/08/2021,St. John's Hospital Limerick,Inpatient,Adult,292,130,66,156,644
26/08/2021,St. Luke's General Hospital Kilkenny,Inpatient,Adult,28,8,11,8,55
26/08/2021,St. Michael's Hospital,Inpatient,Adult,468,134,26,57,685
26/08/2021,St. Vincent's University Hospital,Inpatient,Adult,532,148,58,243,981
